,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Sebastian Aho,20,RW,70,26,35,61,3,24,18,8,0,4,27,8,0,184,14.1,1254,17:55,5.4,1.8,7.2,17,60,41,52,44.1
2,Teuvo Teravainen,23,LW,74,23,38,61,8,14,18,5,0,3,23,15,0,169,13.6,1247,16:51,5.1,2,7.1,19,23,14,30,31.8
3,Justin Williams,36,RW,74,15,30,45,-13,52,13,2,0,2,20,10,0,180,8.3,1234,16:40,2.7,1.1,3.8,38,73,50,62,44.6
4,Jeff Skinner,25,LW,74,22,22,44,-27,32,18,4,0,2,17,5,0,253,8.7,1236,16:42,3.3,0.6,3.9,22,31,24,31,43.6
5,Elias Lindholm,23,C,73,15,26,41,-6,16,9,6,0,3,22,3,1,136,11,1311,17:58,2.1,1.5,3.6,38,90,356,314,53.1
6,Jordan Staal,29,C,71,16,24,40,-7,24,10,4,2,2,16,8,0,149,10.7,1377,19:24,1.9,1.5,3.4,29,172,660,517,56.1
7,Victor Rask,24,C,71,14,17,31,0,12,10,4,0,3,10,7,0,126,11.1,1092,15:23,1.6,1.4,3,29,62,393,323,54.9
8,Derek Ryan,31,C,72,13,17,30,-21,26,10,3,0,1,13,4,0,127,10.2,1143,15:52,1.2,0.7,1.9,22,45,484,377,56.2
9,Justin Faulk,25,D,74,7,23,30,-28,48,4,3,0,2,7,16,0,206,3.4,1647,22:15,1.8,2,3.7,87,126,0,0,
10,Noah Hanifin,21,D,71,8,21,29,-17,21,7,1,0,2,15,6,0,155,5.2,1332,18:46,2.1,2,4.2,64,72,0,0,
11,Jaccob Slavin,23,D,74,8,20,28,-6,10,7,1,0,1,19,1,0,136,5.9,1663,22:28,1.6,3.7,5.4,146,43,0,0,
12,Brock McGinn,23,LW,73,13,13,26,-15,20,10,2,1,1,12,1,0,136,9.6,1050,14:23,1.1,0.8,1.9,17,126,14,16,46.7
13,Brett Pesce,23,D,65,3,16,19,-6,18,3,0,0,1,16,0,0,88,3.4,1359,20:54,0.6,3,3.5,101,57,0,1,0
14,Trevor van Riemsdyk,26,D,71,2,11,13,7,18,2,0,0,1,11,0,0,99,2,1184,16:41,0.1,3.5,3.6,101,24,0,0,
15,Phillip Di Giuseppe,24,LW,41,3,4,7,-4,13,3,0,0,1,4,0,0,46,6.5,401,9:47,-0.1,0.4,0.3,10,83,0,0,
16,Lee Stempniak,34,RW,30,3,4,7,-9,2,2,1,0,0,4,0,0,31,9.7,381,12:43,0,0.2,0.1,7,36,3,8,27.3
17,Josh Jooris,27,RW,31,3,3,6,-7,16,3,0,0,0,3,0,0,42,7.1,326,10:31,0,0.2,0.2,9,47,51,62,45.1
18,Joakim Nordstrom,25,LW,68,2,4,6,-11,4,2,0,0,0,4,0,0,93,2.2,721,10:37,-1.2,0.5,-0.7,39,102,33,39,45.8
19,Marcus Kruger,27,C,48,1,5,6,-6,28,1,0,0,0,5,0,0,30,3.3,520,10:50,-0.7,0.5,-0.3,16,56,159,128,55.4
20,Haydn Fleury,21,D,59,0,6,6,-7,12,0,0,0,0,6,0,0,76,0,982,16:39,-0.6,1.9,1.3,87,78,0,0,
21,Valentin Zykov,22,LW,2,2,0,2,2,0,2,0,0,0,0,0,0,7,28.6,28,14:02,0.3,0.1,0.4,0,0,0,0,
22,Roland McKeown,22,D,4,0,2,2,0,2,0,0,0,0,2,0,0,5,0,48,12:05,0.1,0.1,0.3,4,0,0,0,
23,Lucas Wallmark,22,C,11,1,0,1,-4,2,1,0,0,0,0,0,0,16,6.3,104,9:30,-0.1,0,-0.1,1,13,38,31,55.1
24,Klas Dahlbeck,26,D,25,0,1,1,-8,19,0,0,0,0,1,0,0,31,0,388,15:32,-0.4,0.4,0,24,56,0,0,
25,Trevor Carrick,23,D,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,7:32,0,0,0,0,0,0,0,
26,Scott Darling,29,G,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,2241,57:27:00,0,0,2.7,0,0,0,0,
27,Janne Kuokkanen,19,C,4,0,0,0,-3,0,0,0,0,0,0,0,0,6,0,44,11:04,-0.1,-0.1,-0.2,1,1,0,0,
28,Martin Necas,19,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,6:54,0,0,0,0,0,0,4,0
29,Cam Ward,33,G,39,0,0,0,0,14,0,0,0,0,0,0,0,0,,2221,56:57:00,0,0,4.8,0,0,0,0,
,Team Total,,,74,200,342,542,-185,449,153,44,3,29,257,84,1,2528,7.9,,,27.8,29.8,65.1,928,1476,2320,1995,53.8
