,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Brayden Schenn,26,C,73,25,37,62,17,56,17,8,0,8,28,9,0,184,13.6,1437,19:41,4.8,2.5,7.3,34,142,561,622,47.4
2,Vladimir Tarasenko,26,RW,71,27,31,58,14,17,22,5,0,3,21,10,0,276,9.8,1378,19:25,4.8,2.3,7.1,35,78,1,3,25
3,Jaden Schwartz,25,LW,53,22,31,53,21,22,16,5,1,3,26,5,0,131,16.8,1033,19:30,4.7,2.2,6.9,27,47,26,39,40
4,Alex Pietrangelo,28,D,69,15,35,50,11,20,12,3,0,5,26,8,1,195,7.7,1767,25:36:00,4.4,5,9.4,146,40,0,0,
5,Alex Steen,33,LW,67,14,29,43,-10,20,9,4,1,2,19,10,0,153,9.2,1249,18:39,2.3,1.2,3.5,49,50,20,35,36.4
6,Paul Stastny,32,C,63,12,28,40,-5,14,9,3,0,1,25,2,1,135,8.9,1177,18:41,2,1.3,3.3,29,36,677,550,55.2
7,Colton Parayko,24,D,73,6,28,34,-4,13,4,2,0,0,21,7,0,186,3.2,1664,22:48,2,3.5,5.6,127,105,0,0,
8,Vladimir Sobotka,30,LW,72,11,18,29,-6,44,10,0,1,4,15,3,0,120,9.2,1238,17:11,0.6,1.4,2,36,112,128,113,53.1
9,Kyle Brodziak,33,C,72,10,15,25,8,31,9,0,1,2,14,0,1,102,9.8,937,13:00,0.9,1.5,2.5,48,76,429,397,51.9
10,Vince Dunn,21,D,66,5,17,22,8,16,3,2,0,1,10,7,0,125,4,1115,16:54,1.4,3.2,4.6,48,25,1,0,100
11,Scottie Upshall,34,RW,61,7,11,18,-2,46,7,0,0,2,11,0,0,69,10.1,670,10:59,0.7,0.8,1.5,24,116,8,7,53.3
12,Patrik Berglund,29,C,48,10,7,17,-11,24,7,3,0,2,4,3,0,91,11,769,16:02,0.6,0.6,1.2,30,92,153,131,53.9
13,Joel Edmundson,24,D,60,7,9,16,-1,53,7,0,0,0,9,0,0,110,6.4,1214,20:14,0.8,2.7,3.6,129,99,0,0,
14,Dmitrij Jaskin,24,RW,67,5,11,16,7,12,5,0,0,0,10,1,0,106,4.7,811,12:07,-0.1,1.3,1.2,43,177,1,10,9.1
15,Ivan Barbashev,22,C,44,7,6,13,-1,2,7,0,0,1,6,0,0,35,20,532,12:05,0.5,0.7,1.2,24,54,50,78,39.1
16,Robert Bortuzzo,28,D,63,3,7,10,6,39,3,0,0,1,7,0,0,68,4.4,927,14:43,0.2,2.6,2.8,92,116,0,0,
17,Carl Gunnarsson,31,D,62,5,4,9,15,22,5,0,0,2,4,0,0,59,8.5,1014,16:22,0.2,3.5,3.7,102,35,0,0,
18,Tage Thompson,20,C,35,3,5,8,-11,8,3,0,0,0,4,1,0,47,6.4,417,11:55,-0.1,0.1,0.1,7,33,1,5,16.7
19,Jay Bouwmeester,34,D,35,2,5,7,5,16,2,0,0,0,5,0,0,45,4.4,705,20:08,0,2,2.1,58,29,0,0,
20,Chris Thorburn,34,RW,41,0,6,6,-3,55,0,0,0,0,6,0,0,29,0,287,7:01,-0.2,0.3,0.1,14,79,7,5,58.3
21,Magnus Paajarvi,26,LW,44,2,2,4,-3,8,2,0,0,0,2,0,0,58,3.4,491,11:09,-0.8,0.5,-0.2,14,55,1,6,14.3
22,Samuel Blais,21,LW,11,1,2,3,1,6,0,1,0,0,2,0,0,9,11.1,119,10:46,0.1,0.2,0.3,2,15,0,0,
23,Oskar Sundqvist,23,C,34,0,3,3,-4,12,0,0,0,0,3,0,0,33,0,369,10:50,-0.7,0.3,-0.4,11,40,119,159,42.8
24,Nikita Soshnikov,24,RW,10,1,1,2,1,4,1,0,0,0,1,0,0,17,5.9,114,11:22,0,0.2,0.2,0,17,0,0,
25,Jake Allen,27,G,51,0,1,1,0,0,0,0,0,0,1,0,0,0,,2876,56:24:00,0,0,6.8,0,0,0,0,
26,Jordan Schmaltz,24,D,10,0,1,1,0,6,0,0,0,0,1,0,0,4,0,124,12:23,-0.1,0.3,0.2,10,4,0,0,
27,Beau Bennett,26,RW,6,0,0,0,-2,0,0,0,0,0,0,0,0,6,0,65,10:48,-0.2,0,-0.2,1,9,1,2,33.3
28,Chris Butler,31,D,2,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,15,7:21,0,-0.2,-0.2,0,1,0,0,
29,Carter Hutton,32,G,30,0,0,0,0,2,0,0,0,0,0,0,0,0,,1513,50:27:00,0,0,6.1,0,0,0,0,
30,Wade Megan,27,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8:21,0,0,0,0,0,1,1,50
31,Nate Prosser,31,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,15:23,0,0,0,1,4,0,0,
,Team Total,,,73,200,350,550,48,568,160,36,4,37,281,66,3,2395,8.4,,,28.8,40.2,81.8,1141,1686,2185,2163,50.3
