,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Anze Kopitar,30,C,75,33,53,86,20,18,27,6,0,6,33,19,1,185,17.8,1655,22:04,7.7,2.8,10.4,59,46,905,766,54.2
2,Drew Doughty,28,D,75,9,46,55,21,52,5,3,1,4,31,15,0,187,4.8,2006,26:45:00,4.1,6.5,10.6,113,123,0,1,0
3,Dustin Brown,33,RW,74,23,30,53,29,58,15,8,0,4,26,4,0,200,11.5,1453,19:38,3.8,2.9,6.6,31,169,16,29,35.6
4,Tyler Toffoli,25,C,75,23,20,43,8,12,18,5,0,5,14,6,0,236,9.7,1216,16:12,3.4,1.8,5.2,14,67,9,15,37.5
5,Jake Muzzin,28,D,72,7,34,41,9,40,3,4,0,1,23,10,1,153,4.6,1574,21:52,3,4.5,7.5,123,168,0,0,
6,Tanner Pearson,25,LW,75,15,21,36,9,25,13,2,0,4,18,3,0,164,9.1,1200,16:00,1.9,1.8,3.7,33,103,34,36,48.6
7,Adrian Kempe,21,LW,74,16,19,35,14,47,15,1,0,3,16,3,0,108,14.8,989,13:22,2.5,1.7,4.2,17,81,251,391,39.1
8,Trevor Lewis,31,C,61,14,11,25,-2,21,11,1,2,3,9,2,0,119,11.8,934,15:19,1.4,1,2.4,31,111,41,54,43.2
9,Alex Iafallo,24,C,72,9,16,25,12,12,9,0,0,1,14,2,0,127,7.1,1092,15:10,0.4,1.8,2.2,32,48,14,15,48.3
10,Alec Martinez,30,D,70,7,14,21,4,30,5,2,0,0,5,9,0,102,6.9,1594,22:47,0.9,4.2,5.1,194,89,0,1,0
11,Derek Forbort,25,D,73,1,16,17,16,49,1,0,0,0,16,0,0,74,1.4,1524,20:53,0,4.9,4.9,146,134,0,0,
12,Nick Shore,25,C,49,4,11,15,-4,12,4,0,0,1,11,0,0,52,7.7,714,14:34,0,0.7,0.7,15,40,278,300,48.1
13,Jeff Carter,33,C,20,8,6,14,1,2,3,4,1,1,4,2,0,59,13.6,351,17:34,1.3,0.5,1.7,8,14,166,132,55.7
14,Marian Gaborik,35,RW,30,7,7,14,9,18,6,1,0,0,5,2,0,53,13.2,430,14:19,1,0.9,1.8,6,9,0,0,
15,Christian Folin,26,D,58,3,8,11,-2,26,3,0,0,0,7,0,1,52,5.8,900,15:31,0.3,2,2.3,92,150,0,0,
16,Torrey Mitchell,33,C,45,5,5,10,-6,26,5,0,0,0,4,0,1,41,12.2,541,12:01,0,0.4,0.4,22,41,161,172,48.3
17,Andy Andreoff,26,LW,44,3,6,9,-5,50,3,0,0,2,6,0,0,46,6.5,416,9:27,0.1,0.3,0.4,11,75,24,29,45.3
18,Oscar Fantenberg,26,D,26,2,7,9,3,11,2,0,0,0,3,4,0,33,6.1,367,14:07,0.7,1.1,1.8,16,42,0,0,
19,Kyle Clifford,27,LW,43,5,3,8,-4,44,5,0,0,0,3,0,0,68,7.4,449,10:26,0.1,0.4,0.5,8,106,1,8,11.1
20,Michael Amadio,21,C,32,4,3,7,-1,8,3,1,0,0,1,2,0,25,16,296,9:15,0.3,0.3,0.6,8,16,62,88,41.3
21,Mike Cammalleri,35,LW,15,3,4,7,1,4,1,2,0,0,4,0,0,24,12.5,190,12:38,0.5,0.3,0.8,5,10,15,16,48.4
22,Dion Phaneuf,32,D,19,3,4,7,0,8,0,3,0,0,3,1,0,38,7.9,361,19:00,0.6,0.9,1.5,33,42,0,0,
23,Jonny Brodzinski,24,C,34,4,2,6,5,6,4,0,0,1,2,0,0,49,8.2,325,9:34,0.1,0.6,0.7,9,34,4,6,40
24,Jussi Jokinen,34,LW,18,1,4,5,0,4,1,0,0,1,3,1,0,19,5.3,202,11:15,0.1,0.2,0.3,4,3,50,33,60.2
25,Nate Thompson,33,C,19,1,4,5,0,8,1,0,0,0,4,0,0,22,4.5,263,13:50,-0.1,0.3,0.2,14,35,113,84,57.4
26,Paul Ladue,25,D,9,3,1,4,3,6,2,1,0,2,1,0,0,12,25,126,14:03,0.6,0.5,1.1,8,10,0,0,
27,Kurtis MacDermid,23,D,34,1,3,4,-4,57,1,0,0,0,3,0,0,19,5.3,395,11:36,0,0.6,0.7,27,77,0,0,
28,Jonathan Quick,32,G,58,0,4,4,0,10,0,0,0,0,4,0,0,0,,3316,57:10:00,0,0,11.3,0,0,0,0,
29,Tobias Rieder,25,RW,13,3,0,3,-2,0,3,0,0,0,0,0,0,27,11.1,164,12:39,0.2,0.1,0.3,4,15,0,1,0
30,Kevin Gravel,25,D,14,0,3,3,-1,2,0,0,0,0,2,1,0,17,0,197,14:05,0.1,0.4,0.5,14,15,0,0,
31,Nic Dowd,27,C,16,0,1,1,-3,12,0,0,0,0,1,0,0,11,0,127,7:57,-0.3,0,-0.2,6,24,27,25,51.9
32,Darcy Kuemper,27,G,19,0,1,1,0,0,0,0,0,0,0,1,0,0,,999,52:35:00,0,0,4,0,0,0,0,
33,Brooks Laich,34,C,12,0,1,1,-5,6,0,0,0,0,1,0,0,10,0,134,11:12,-0.3,0,-0.3,5,22,53,56,48.6
34,Justin Auger,23,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,16,8:00,0,0,-0.1,2,2,0,0,
35,Jack Campbell,26,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,207,51:39:00,0,0,0.9,0,0,0,0,
36,Andrew Crescenzi,25,C,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,16,7:52,0,0,0,0,4,8,8,50
,Team Total,,,75,217,368,585,124,686,169,44,4,39,277,87,4,2333,9.3,,,34.1,44.2,94.6,1110,1925,2232,2266,49.6
