,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Alex Ovechkin,32,LW,74,44,37,81,4,28,30,14,0,5,23,14,0,315,14,1490,20:08,8.6,1.8,10.4,18,130,3,5,37.5
2,Evgeny Kuznetsov,25,C,71,21,50,71,2,46,17,4,0,6,29,21,0,163,12.9,1333,18:47,5.7,1.5,7.2,24,49,387,500,43.6
3,John Carlson,28,D,74,15,46,61,-5,30,11,4,0,4,22,24,0,209,7.2,1848,24:58:00,5.5,3.1,8.6,129,44,0,1,0
4,Nicklas Backstrom,30,C,73,19,38,57,-4,42,12,7,0,4,24,14,0,149,12.8,1437,19:41,3.8,1.4,5.1,49,35,637,601,51.5
5,T.J. Oshie,31,RW,68,16,25,41,0,29,7,9,0,3,17,8,0,119,13.4,1249,18:22,2.3,1.3,3.7,47,117,96,96,50
6,Lars Eller,28,C,73,17,20,37,0,38,14,3,0,2,17,3,0,147,11.6,1109,15:12,2.4,1.2,3.6,60,63,427,439,49.3
7,Tom Wilson,23,RW,70,11,20,31,7,177,10,0,1,1,19,1,0,109,10.1,1115,15:55,1.2,1.5,2.6,49,226,21,24,46.7
8,Dmitry Orlov,26,D,74,9,20,29,12,18,9,0,0,1,16,4,0,115,7.8,1713,23:09,1.8,4.2,6,107,117,0,0,
9,Jakub Vrana,21,LW,67,13,14,27,6,10,12,1,0,2,12,2,0,126,10.3,850,12:41,1.7,1.1,2.9,16,28,10,12,45.5
10,Matt Niskanen,31,D,60,6,21,27,25,26,6,0,0,1,20,0,1,108,5.6,1360,22:40,1.7,4.5,6.2,79,103,0,0,
11,Brett Connolly,25,RW,63,15,10,25,-6,30,11,4,0,2,9,1,0,64,23.4,755,11:59,2,0.6,2.6,23,66,12,14,46.2
12,Jay Beagle,32,RW,74,6,15,21,3,14,5,0,1,2,15,0,0,62,9.7,934,12:37,0.1,1.1,1.3,41,66,551,388,58.7
13,Andre Burakovsky,22,LW,48,9,10,19,-7,27,7,2,0,4,8,2,0,70,12.9,654,13:37,1,0.4,1.5,18,30,15,14,51.7
14,Chandler Stephenson,23,C,59,6,11,17,11,6,6,0,0,0,11,0,0,31,19.4,710,12:02,0.4,1.2,1.6,32,24,23,23,50
15,Devante Smith-Pelly,25,RW,69,7,9,16,-2,36,7,0,0,1,9,0,0,98,7.1,839,12:10,0,0.8,0.8,56,134,14,16,46.7
16,Alex Chiasson,27,RW,55,8,7,15,-1,24,6,1,1,2,6,0,1,53,15.1,662,12:02,0.5,0.7,1.2,26,53,11,30,26.8
17,Christian Djoos,23,D,60,3,11,14,13,10,3,0,0,0,11,0,0,58,5.2,847,14:07,0.7,2.6,3.3,51,22,0,0,
18,Madison Bowey,22,D,51,0,12,12,-3,24,0,0,0,0,12,0,0,47,0,699,13:43,0.4,1.1,1.5,42,48,0,0,
19,Brooks Orpik,37,D,73,0,9,9,-11,66,0,0,0,0,9,0,0,45,0,1435,19:39,-0.9,1.9,1,154,197,0,0,
20,Taylor Chorney,30,D,24,1,3,4,8,8,1,0,0,0,2,0,1,14,7.1,312,12:59,0.1,1.2,1.3,31,18,0,0,
21,Nathan Walker,23,LW,7,1,0,1,1,4,1,0,0,0,0,0,0,4,25,64,9:12,0,0.1,0.1,0,13,0,0,
22,Travis Boyd,24,C,7,0,1,1,2,2,0,0,0,0,1,0,0,2,0,61,8:44,-0.1,0.1,0.1,1,2,14,15,48.3
23,Philipp Grubauer,26,G,31,0,1,1,0,0,0,0,0,0,1,0,0,0,,1628,52:31:00,0,0,5.9,0,0,0,0,
24,Jakub Jerabek,26,D,6,0,1,1,-3,0,0,0,0,0,1,0,0,6,0,81,13:28,0,-0.1,-0.1,6,8,0,0,
25,Aaron Ness,27,D,8,0,1,1,2,8,0,0,0,0,1,0,0,2,0,102,12:44,0,0.3,0.3,8,1,0,0,
26,Tyler Graovac,24,C,5,0,0,0,-3,2,0,0,0,0,0,0,0,1,0,34,6:44,-0.1,-0.1,-0.2,1,5,1,2,33.3
27,Braden Holtby,28,G,50,0,0,0,0,2,0,0,0,0,0,0,0,0,,2829,56:35:00,0,0,7.4,0,0,0,0,
28,Michal Kempny,27,D,14,0,0,0,-2,6,0,0,0,0,0,0,0,18,0,232,16:33,-0.3,0.3,0,25,17,0,0,
29,Liam O'Brien,23,C,3,0,0,0,0,5,0,0,0,0,0,0,0,1,0,21,6:55,-0.1,0,0,0,4,0,2,0
30,Anthony Peluso,28,RW,2,0,0,0,0,4,0,0,0,0,0,0,0,0,,9,4:39,0,0,0,0,4,0,0,
,Team Total,,,74,227,392,619,49,722,175,49,3,40,295,94,3,2136,10.6,,,38.4,34.1,85.8,1093,1624,2222,2182,50.5
