,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Mats Zuccarello,30,RW,73,15,34,49,-9,36,14,1,0,3,19,15,0,164,9.1,1383,18:57,2.8,1.4,4.1,59,60,20,54,27
2,Mika Zibanejad,24,C,64,26,18,44,-15,10,13,13,0,4,10,7,1,193,13.5,1147,17:55,4.1,0.8,4.9,53,81,573,543,51.3
3,Pavel Buchnevich,22,RW,66,14,28,42,-3,13,9,5,0,4,16,12,0,125,11.2,992,15:02,3,1.1,4.1,30,45,11,27,28.9
4,J.T. Miller,24,LW,63,13,27,40,-1,28,7,6,0,4,21,6,0,98,13.3,1050,16:40,2.6,1.3,3.8,22,83,329,277,54.3
5,Kevin Hayes,25,RW,68,21,16,37,0,16,16,4,1,3,15,1,0,158,13.3,1178,17:19,2.7,1.4,4.2,34,38,509,514,49.8
6,Chris Kreider,26,LW,50,14,20,34,5,38,7,7,0,0,16,4,0,118,11.9,777,15:33,2.8,1.2,4,23,97,24,33,42.1
7,Michael Grabner,30,RW,59,25,6,31,11,12,24,0,1,2,5,1,0,131,19.1,878,14:53,3.4,1.5,4.9,27,52,3,9,25
8,Jesper Fast,26,RW,66,13,17,30,-9,26,13,0,0,0,16,0,1,71,18.3,981,14:52,1.7,0.9,2.6,41,120,13,22,37.1
9,Rick Nash,33,RW,60,18,10,28,-8,24,15,3,0,2,9,1,0,189,9.5,1026,17:06,1.9,1,2.9,37,45,4,13,23.5
10,David Desharnais,31,C,69,6,21,27,-23,18,4,2,0,0,16,5,0,54,11.1,915,13:16,0.9,0.2,1.1,35,22,383,314,54.9
11,Ryan McDonagh,28,D,49,2,24,26,7,20,1,1,0,0,16,8,0,77,2.6,1172,23:55,1.5,3.2,4.7,129,53,0,0,
12,Kevin Shattenkirk,29,D,46,5,18,23,-14,44,3,2,0,1,8,10,0,94,5.3,933,20:16,1.7,1,2.8,65,44,0,0,
13,Jimmy Vesey,24,LW,71,15,7,22,-22,16,15,0,0,3,6,1,0,123,12.2,1007,14:11,1,0.4,1.4,33,79,15,17,46.9
14,Brady Skjei,23,D,74,3,18,21,-22,37,2,0,1,1,14,4,0,138,2.2,1541,20:50,0.6,1.8,2.4,109,114,0,0,
15,Paul Carey,29,C,56,7,6,13,-13,20,5,1,1,1,6,0,0,51,13.7,574,10:15,0.5,0.2,0.7,19,63,19,22,46.3
16,Ryan Spooner,26,C,12,2,11,13,0,0,2,0,0,0,10,1,0,24,8.3,209,17:26,1,0.3,1.2,3,15,10,32,23.8
17,Nick Holden,30,D,55,3,9,12,-3,14,3,0,0,0,9,0,0,54,5.6,1044,18:59,0.3,2.1,2.4,69,114,0,0,
18,Neal Pionk,22,D,20,0,12,12,-2,8,0,0,0,0,8,4,0,34,0,438,21:54,0.7,0.8,1.5,30,34,0,0,
19,Boo Nieves,24,C,28,1,8,9,6,12,1,0,0,0,8,0,0,23,4.3,286,10:12,0.2,0.6,0.8,19,30,97,122,44.3
20,Brendan Smith,28,D,44,1,7,8,2,69,1,0,0,0,6,1,0,66,1.5,755,17:10,0,1.9,1.9,37,58,0,0,
21,Marc Staal,31,D,64,1,7,8,11,16,1,0,0,0,7,0,0,61,1.6,1170,18:17,-0.5,3.5,3,89,70,0,0,
22,Anthony DeAngelo,22,D,32,0,8,8,-18,11,0,0,0,0,2,6,0,68,0,530,16:34,0.2,-0.2,0,42,31,1,0,100
23,John Gilmour,24,D,20,2,3,5,-7,10,1,1,0,1,3,0,0,54,3.7,368,18:23,0.3,0.3,0.6,19,17,0,0,
24,Vinni Lettieri,22,C,19,1,4,5,-12,0,1,0,0,0,3,1,0,28,3.6,229,12:03,0,-0.2,-0.2,6,22,5,7,41.7
25,Peter Holland,27,C,20,1,3,4,-9,2,1,0,0,0,2,0,1,26,3.8,255,12:45,-0.2,0,-0.2,11,12,102,109,48.3
26,Ryan Sproul,25,D,8,0,4,4,-5,2,0,0,0,0,3,1,0,9,0,136,17:00,0.2,-0.1,0.2,11,5,0,0,
27,Vladislav Namestnikov,25,C,11,2,1,3,-4,2,1,1,0,0,1,0,0,19,10.5,177,16:07,0,0.1,0.1,6,7,49,72,40.5
28,Cody McLeod,33,LW,22,0,2,2,-11,37,0,0,0,0,2,0,0,24,0,176,8:00,-0.3,-0.2,-0.5,8,72,0,0,
29,Rob O'Gara,24,D,14,0,2,2,-1,4,0,0,0,0,2,0,0,11,0,228,16:17,-0.1,0.4,0.4,23,17,0,0,
30,Steven Kampfer,29,D,22,0,1,1,-7,20,0,0,0,0,1,0,0,31,0,380,17:15,-0.4,0.3,0,41,46,0,0,
31,Henrik Lundqvist,35,G,59,0,1,1,0,0,0,0,0,0,1,0,0,0,,3262,55:17:00,0,0,10.9,0,0,0,0,
32,Daniel Catenacci,24,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,11,11:03,0,0,-0.1,1,1,0,0,
33,Filip Chytil,18,C,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,,13,6:20,0,-0.1,-0.1,0,1,1,7,12.5
34,Adam Cracknell,32,RW,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,30,7:30,-0.1,0,-0.1,1,10,2,2,50
35,Alexandar Georgiev,21,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,446,55:44:00,0,0,1.7,0,0,0,0,
36,Brandon Halverson,21,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,12:33,0,0,0,,0,,,
37,Ondrej Pavelec,30,G,16,0,0,0,0,2,0,0,0,0,0,0,0,0,,737,46:04:00,0,0,2.2,0,0,0,0,
,Team Total,,,74,211,353,564,-180,569,160,47,4,29,261,89,3,2321,9.1,,,32.3,26.9,74,1132,1558,2170,2196,49.7
