,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Claude Giroux,30,C,75,26,64,90,18,20,18,8,0,0,38,26,0,170,15.3,1535,20:28,7.4,2.4,9.8,23,27,592,424,58.3
2,Jakub Voracek,28,RW,75,19,61,80,8,42,14,5,0,2,32,29,0,215,8.8,1466,19:33,5.9,1.9,7.8,29,22,13,17,43.3
3,Sean Couturier,25,C,75,30,40,70,26,25,23,7,0,6,34,6,0,217,13.8,1623,21:38,5.6,2.8,8.3,40,72,492,422,53.8
4,Shayne Gostisbehere,24,D,71,13,42,55,4,25,6,7,0,2,20,22,0,202,6.4,1528,21:32,5,3.4,8.4,98,50,0,0,
5,Travis Konecny,20,C,74,22,22,44,16,44,21,1,0,6,20,2,0,160,13.8,1091,14:45,3.6,1.8,5.4,44,85,7,14,33.3
6,Wayne Simmonds,29,RW,68,23,20,43,-14,55,11,11,1,5,14,6,0,157,14.6,1246,18:20,3.2,0.8,4,47,112,10,9,52.6
7,Ivan Provorov,21,D,75,13,21,34,10,18,11,2,0,0,18,3,0,187,7,1816,24:13:00,2.5,4.4,6.9,154,138,0,0,
8,Valtteri Filppula,33,C,75,11,21,32,-3,18,8,3,0,4,18,1,2,68,16.2,1242,16:33,0.9,1.2,2.1,53,25,450,422,51.6
9,Nolan Patrick,19,C,66,10,15,25,0,26,7,3,0,2,12,3,0,108,9.3,894,13:33,1,1,2,16,45,333,329,50.3
10,Scott Laughton,23,C,75,10,10,20,-10,42,9,0,1,0,10,0,0,98,10.2,843,11:14,0.7,0.5,1.2,27,116,309,285,52
11,Michael Raffl,29,LW,73,11,8,19,2,28,10,1,0,3,8,0,0,87,12.6,970,13:17,0.3,1.1,1.4,47,86,39,27,59.1
12,Andrew MacDonald,31,D,59,6,13,19,12,28,6,0,0,2,12,0,1,73,8.2,1171,19:51,1.1,3.3,4.4,115,32,0,0,
13,Jordan Weal,25,C,64,7,10,17,-9,12,5,2,0,1,10,0,0,98,7.1,827,12:56,0.1,0.5,0.6,18,17,48,62,43.6
14,Brandon Manning,27,D,58,6,10,16,-1,54,6,0,0,2,9,1,0,100,6,1035,17:50,0.9,2,2.9,70,101,0,0,
15,Radko Gudas,27,D,63,2,12,14,-3,79,2,0,0,0,11,0,1,126,1.6,1068,16:57,0.3,1.9,2.2,111,155,0,0,
16,Robert Hagg,22,D,70,3,6,9,5,32,3,0,0,0,6,0,0,89,3.4,1270,18:08,-0.4,2.9,2.6,100,238,0,0,
17,Dale Weise,29,RW,45,4,4,8,-7,21,4,0,0,0,4,0,0,44,9.1,479,10:38,-0.1,0.2,0.1,14,76,1,1,50
18,Jori Lehtera,30,C,55,3,5,8,-5,12,2,0,1,0,5,0,0,37,8.1,572,10:24,-0.5,0.4,-0.1,16,50,66,51,56.4
19,Travis Sanheim,21,D,42,1,7,8,-3,18,1,0,0,0,7,0,0,59,1.7,649,15:28,0.1,1.1,1.2,28,25,0,0,
20,Taylor Leier,23,LW,39,1,4,5,-7,6,1,0,0,0,4,0,0,48,2.1,409,10:29,-0.5,0.2,-0.4,19,10,3,2,60
21,Oskar Lindblom,21,LW,16,2,1,3,2,4,2,0,0,1,1,0,0,23,8.7,234,14:37,-0.2,0.3,0.2,8,17,0,0,
22,Matt Read,31,RW,12,1,0,1,-1,2,1,0,0,0,0,0,0,7,14.3,127,10:34,-0.2,0.1,-0.1,7,17,2,6,25
23,Brian Elliott,32,G,41,0,1,1,0,2,0,0,0,0,1,0,0,0,,2403,58:36:00,0,0,6.1,0,0,0,0,
24,Michal Neuvirth,29,G,21,0,1,1,0,0,0,0,0,0,1,0,0,0,,1011,48:07:00,0,0,3,0,0,0,0,
25,Mark Alt,26,D,8,0,0,0,0,2,0,0,0,0,0,0,0,5,0,107,13:26,-0.1,0.2,0.1,7,11,0,0,
26,Tyrell Goulbourne,24,LW,9,0,0,0,-2,2,0,0,0,0,0,0,0,2,0,50,5:35,-0.1,0,-0.2,2,15,0,0,
27,Alex Lyon,25,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,457,45:43:00,0,0,1.3,0,0,0,0,
28,Danick Martel,23,LW,4,0,0,0,-1,0,0,0,0,0,0,0,0,6,0,41,10:13,-0.1,0,-0.1,9,2,0,0,
29,Samuel Morin,22,D,2,0,0,0,1,4,0,0,0,0,0,0,0,1,0,32,15:49,0,0.1,0.1,1,7,0,0,
30,Petr Mrazek,25,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,661,55:03:00,0,0,0.8,0,0,0,0,
31,Will O'Neill,29,D,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9:25,0,0,0,0,0,0,0,
32,Johnny Oduya,36,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,12,12:22,0,-0.1,-0.1,1,1,0,0,
,Team Total,,,74,224,398,622,37,621,171,50,3,36,295,99,4,2391,9.4,,,36.2,34.5,81.9,1104,1552,2365,2071,53.3
