,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Clayton Keller,19,LW,74,21,36,57,-9,22,15,6,0,3,23,12,1,181,11.6,1338,18:05,4.3,1.5,5.9,27,6,30,37,44.8
2,Derek Stepan,27,C,74,13,38,51,-10,22,8,3,2,2,25,13,0,195,6.7,1427,19:17,2.6,1.6,4.2,47,49,671,737,47.7
3,Oliver Ekman-Larsson,26,D,74,13,26,39,-31,38,8,5,0,3,17,9,0,182,7.1,1747,23:37,3.2,2.2,5.4,67,150,0,0,
4,Max Domi,22,LW,74,8,29,37,-14,71,7,1,0,0,21,8,0,136,5.9,1243,16:48,1.2,1.2,2.4,26,46,184,225,45
5,Christian Dvorak,21,C,74,15,20,35,-22,22,13,2,0,2,15,5,0,144,10.4,1215,16:25,1.8,0.9,2.6,47,89,550,520,51.4
6,Alex Goligoski,32,D,70,11,22,33,-28,22,8,3,0,3,14,8,0,108,10.2,1622,23:10,2.5,2.1,4.7,132,109,0,0,
7,Christian Fischer,20,RW,71,13,18,31,-18,14,8,5,0,3,15,3,0,138,9.4,1009,14:12,1.7,0.7,2.4,19,102,5,22,18.5
8,Brendan Perlini,21,LW,66,16,12,28,-3,28,11,5,0,1,6,6,0,118,13.6,974,14:45,1.8,1.3,3.1,29,78,5,6,45.5
9,Jason Demers,29,D,69,6,14,20,-4,37,6,0,0,2,11,3,0,95,6.3,1458,21:08,0.9,3.6,4.4,79,66,0,0,
10,Tobias Rieder,25,RW,58,8,11,19,-11,6,6,2,0,0,10,1,0,80,10,886,15:17,0.3,0.8,1.1,35,76,22,23,48.9
11,Nick Cousins,24,C,63,12,6,18,-7,29,11,1,0,1,6,0,0,106,11.3,800,12:42,0.9,0.9,1.7,35,103,81,134,37.7
12,Anthony Duclair,22,LW,33,9,6,15,-5,10,6,3,0,1,6,0,0,68,13.2,444,13:27,1.2,0.4,1.7,16,26,0,0,
13,Kevin Connauton,27,D,66,7,8,15,-5,20,7,0,0,1,8,0,0,93,7.5,982,14:53,1.1,2.2,3.3,63,103,0,0,
14,Jordan Martinook,25,LW,73,6,8,14,-22,41,6,0,0,1,7,0,1,104,5.8,1018,13:57,-0.8,0.6,-0.2,36,109,38,67,36.2
15,Brad Richardson,32,C,68,3,11,14,-22,36,3,0,0,0,11,0,0,96,3.1,997,14:40,-1,0.6,-0.5,48,65,472,435,52
16,Jakob Chychrun,19,D,44,2,10,12,-2,10,1,1,0,0,8,2,0,90,2.2,892,20:16,0.3,2.2,2.6,63,65,0,0,
