,,,,,,,,,Cumulative,,,,,Team,,,,,,Opponent,,,,,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,1/6/2017,10:00 PM,,Arizona Coyotes,3,2,W,OT,21,12,8,W 3,,35,4,0,3,0,,23,6,1,2,0,"15,415",2:36,
42,1/8/2017,8:00 PM,,Minnesota Wild,1,2,L,,21,13,8,L 1,,24,10,0,3,0,,36,8,1,4,0,"15,645",2:35,
43,1/10/2017,10:00 PM,,Dallas Stars,2,0,W,,22,13,8,W 1,,38,6,1,4,0,,34,8,,3,,"15,073",2:29,
44,1/12/2017,9:00 PM,@,Colorado Avalanche,4,1,W,,23,13,8,W 2,,32,11,0,1,0,,34,7,0,3,0,"14,589",2:28,
45,1/14/2017,8:00 PM,@,Arizona Coyotes,3,0,W,,24,13,8,W 3,,23,6,0,2,0,,26,4,,3,,"12,015",2:32,
46,1/15/2017,9:00 PM,,St. Louis Blues,1,2,L,OT,24,13,9,L 1,,23,11,0,3,0,,25,11,0,3,0,"17,174",2:30,
47,1/17/2017,10:00 PM,,Tampa Bay Lightning,2,1,W,OT,25,13,9,W 1,,21,6,1,5,0,,28,8,0,3,0,"14,763",2:38,
48,1/19/2017,10:00 PM,,Colorado Avalanche,2,1,W,,26,13,9,W 2,,36,7,1,5,0,,22,13,1,1,0,"15,414",3:01,
49,1/21/2017,9:00 PM,@,Minnesota Wild,3,5,L,,26,14,9,L 1,,29,9,1,2,1,,25,9,0,2,0,"19,288",2:30,
50,1/23/2017,8:00 PM,@,Winnipeg Jets,3,2,W,,27,14,9,W 1,,27,19,1,2,1,,33,13,0,5,0,"15,294",2:40,
51,1/25/2017,10:00 PM,,Edmonton Oilers,0,4,L,,27,15,9,L 1,,26,4,0,2,0,,23,4,0,2,0,"17,174",2:23,
52,1/31/2017,10:00 PM,,Colorado Avalanche,5,1,W,,28,15,9,W 1,,31,8,1,1,0,,29,2,0,4,0,"15,963",2:32,
53,2/3/2017,7:30 PM,@,Florida Panthers,1,2,L,,28,16,9,L 1,,23,17,0,3,0,,37,13,0,5,0,"14,689",2:30,
54,2/4/2017,7:00 PM,@,Tampa Bay Lightning,2,3,L,SO,28,16,10,L 2,,16,21,0,5,0,,37,19,1,7,0,"19,092",3:01,
55,2/7/2017,7:00 PM,@,New York Rangers,1,4,L,,28,17,10,L 3,,44,4,0,4,0,,20,10,0,1,0,"18,006",2:27,
56,2/9/2017,7:00 PM,@,Buffalo Sabres,5,2,W,,29,17,10,W 1,,44,9,1,4,0,,26,13,1,2,0,"18,027",2:32,
57,2/11/2017,7:30 PM,@,Washington Capitals,4,6,L,,29,18,10,L 1,,22,10,0,2,0,,39,8,1,3,1,"18,506",2:36,
58,2/14/2017,8:00 PM,@,Minnesota Wild,1,0,W,,30,18,10,W 1,,23,20,0,0,0,,37,0,,5,,"19,047",2:33,
59,2/17/2017,10:00 PM,,Florida Panthers,1,4,L,,30,19,10,L 1,,36,8,0,3,1,,31,8,1,3,1,"16,339",2:28,
60,2/19/2017,9:00 PM,,Los Angeles Kings,1,0,W,,31,19,10,W 1,,29,7,0,2,0,,24,9,,2,,"17,174",2:17,
61,2/20/2017,9:00 PM,@,Arizona Coyotes,2,3,L,,31,20,10,L 1,,36,6,0,2,0,,20,4,0,3,0,"14,554",2:28,
62,2/22/2017,10:30 PM,,Boston Bruins,5,3,W,,32,20,10,W 1,,25,10,0,3,0,,29,6,0,5,0,"15,135",2:41,
63,2/25/2017,4:00 PM,@,Los Angeles Kings,1,4,L,,32,21,10,L 1,,33,20,0,4,0,,33,20,0,4,0,"18,230",2:56,
64,3/3/2017,10:00 PM,,Toronto Maple Leafs,5,2,W,,33,21,10,W 1,,36,8,0,1,0,,39,2,1,4,0,"16,293",2:41,
65,3/5/2017,8:00 PM,,Vancouver Canucks,1,2,L,,33,22,10,L 1,,44,4,0,2,0,,27,4,0,2,0,"14,523",2:22,
66,3/7/2017,10:00 PM,,Nashville Predators,4,3,W,SO,34,22,10,W 1,,42,20,1,3,0,,27,16,1,5,1,"14,622",2:55,
67,3/9/2017,8:30 PM,@,Chicago Blackhawks,1,0,W,,35,22,10,W 2,,26,21,0,2,0,,43,11,,2,,"21,838",2:38,
68,3/10/2017,8:00 PM,@,St. Louis Blues,3,4,L,,35,23,10,L 1,,26,4,1,2,0,,35,2,0,2,0,"19,358",2:36,
69,3/12/2017,9:30 PM,,Washington Capitals,5,2,W,,36,23,10,W 1,,32,10,1,6,0,,27,22,1,5,0,"17,174",2:41,
70,3/15/2017,10:00 PM,,St. Louis Blues,2,1,W,,37,23,10,W 2,,22,6,0,5,1,,27,10,0,3,0,"14,760",2:27,
71,3/17/2017,10:00 PM,,Buffalo Sabres,1,2,L,SO,37,23,11,L 1,,40,7,0,0,0,,31,5,0,1,0,"14,556",2:46,
72,3/18/2017,10:30 PM,@,San Jose Sharks,2,1,W,,38,23,11,W 1,,27,10,0,2,0,,34,8,1,3,0,"17,562",2:19,
73,3/22/2017,10:00 PM,,Edmonton Oilers,4,3,W,,39,23,11,W 2,,34,12,0,5,0,,32,12,1,5,0,"15,310",2:38,
74,3/24/2017,10:00 PM,,Winnipeg Jets,3,1,W,,40,23,11,W 3,,35,6,0,3,0,,18,6,1,3,0,"15,647",2:30,
75,3/26/2017,9:00 PM,,New York Rangers,6,3,W,,41,23,11,W 4,,34,9,1,3,1,,28,11,0,2,0,"17,174",2:36,
76,3/28/2017,10:00 PM,@,Vancouver Canucks,4,1,W,,42,23,11,W 5,,39,4,0,4,0,,35,8,0,2,0,"18,262",2:27,
77,3/30/2017,8:00 PM,@,Winnipeg Jets,3,4,L,OT,42,23,12,L 1,,28,17,1,2,0,,41,13,0,4,1,"15,294",2:43,
78,4/1/2017,10:00 PM,@,Edmonton Oilers,2,3,L,OT,42,23,13,L 2,,18,8,2,2,0,,37,4,1,4,0,"18,347",2:37,
79,4/2/2017,9:30 PM,@,Calgary Flames,4,3,W,,43,23,13,W 1,,34,11,1,3,0,,21,11,2,4,0,"18,945",2:27,
80,4/4/2017,10:00 PM,,Calgary Flames,3,1,W,,44,23,13,W 2,,20,34,0,4,0,,27,76,0,4,0,"15,125",2:45,
81,4/6/2017,10:00 PM,,Chicago Blackhawks,4,0,W,,45,23,13,W 3,,26,16,1,3,0,,37,8,,3,,"16,462",2:28,
82,4/9/2017,8:30 PM,,Los Angeles Kings,4,3,W,OT,46,23,13,W 4,,24,10,1,5,0,,18,8,1,4,0,"16,564",2:38,
