,,,,,,,,,Cumulative,,,,,Team,,,,,,Opponent,,,,,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,1/6/2017,10:00 PM,@,Vancouver Canucks,2,4,L,,21,18,2,L 1,,46,4,1,4,0,,13,8,1,3,0,"18,865",2:31,
42,1/7/2017,10:00 PM,,Vancouver Canucks,3,1,W,,22,18,2,W 1,,31,6,0,1,0,,29,2,0,3,0,"18,685",2:23,
43,1/9/2017,8:00 PM,@,Winnipeg Jets,0,2,L,,22,19,2,L 1,,28,8,0,3,0,,27,8,0,3,0,"15,294",2:23,
44,1/11/2017,9:30 PM,,San Jose Sharks,3,2,W,,23,19,2,W 1,,28,6,1,2,0,,27,6,1,2,0,"18,912",2:26,
45,1/13/2017,9:00 PM,,New Jersey Devils,1,2,L,,23,20,2,L 1,,32,11,0,2,0,,36,9,1,4,0,"19,190",2:30,
46,1/14/2017,10:00 PM,@,Edmonton Oilers,1,2,L,SO,23,20,3,L 2,,25,8,0,1,0,,27,4,1,3,0,"18,347",2:34,
47,1/17/2017,9:00 PM,,Florida Panthers,5,2,W,,24,20,3,W 1,,29,8,2,4,0,,22,8,0,4,0,"18,137",2:27,
48,1/19/2017,9:00 PM,,Nashville Predators,3,4,L,,24,21,3,L 1,,35,15,1,5,0,,21,17,1,4,0,"18,904",2:34,
49,1/21/2017,10:00 PM,,Edmonton Oilers,3,7,L,,24,22,3,L 2,,41,29,1,3,1,,31,15,1,5,0,"19,289",2:42,
50,1/23/2017,7:30 PM,@,Toronto Maple Leafs,0,4,L,,24,23,3,L 3,,26,16,0,5,0,,28,16,1,4,1,"19,043",2:32,
51,1/24/2017,7:30 PM,@,Montreal Canadiens,1,5,L,,24,24,3,L 4,,31,8,1,5,0,,20,12,2,3,1,"21,288",2:29,
52,1/26/2017,7:30 PM,@,Ottawa Senators,3,2,W,OT,25,24,3,W 1,,26,6,0,2,0,,27,4,0,4,0,"16,263",2:36,
53,2/1/2017,10:00 PM,,Minnesota Wild,5,1,W,,26,24,3,W 2,,36,8,2,4,0,,29,10,0,3,0,"18,044",2:35,
54,2/3/2017,7:30 PM,@,New Jersey Devils,4,3,W,OT,27,24,3,W 3,,38,8,1,3,0,,29,6,2,3,0,"14,716",2:46,
55,2/5/2017,2:00 PM,@,New York Rangers,3,4,L,,27,25,3,L 1,,32,22,1,1,0,,32,12,1,1,0,"18,006",2:22,
56,2/7/2017,7:00 PM,@,Pittsburgh Penguins,3,2,W,SO,28,25,3,W 1,,30,6,0,4,0,,33,10,0,2,0,"18,556",2:40,
57,2/13/2017,9:00 PM,,Arizona Coyotes,0,5,L,,28,26,3,L 1,,36,2,0,5,0,,32,8,0,1,0,"18,486",2:28,
58,2/15/2017,9:30 PM,,Philadelphia Flyers,3,1,W,,29,26,3,W 1,,23,26,0,3,0,,34,11,0,4,0,"18,815",2:36,
59,2/18/2017,10:00 PM,@,Vancouver Canucks,1,2,L,OT,29,26,4,L 1,,36,10,0,4,0,,19,8,0,5,0,"18,865",2:33,
60,2/21/2017,8:00 PM,@,Nashville Predators,6,5,W,OT,30,26,4,W 1,,30,13,0,2,0,,28,11,1,3,0,"17,113",2:51,
61,2/23/2017,7:30 PM,@,Tampa Bay Lightning,3,2,W,,31,26,4,W 2,,25,11,1,4,0,,25,13,1,3,0,"19,092",2:32,
62,2/24/2017,7:30 PM,@,Florida Panthers,4,2,W,,32,26,4,W 3,,28,8,0,1,0,,38,4,1,3,0,"14,765",2:31,
63,2/26/2017,3:00 PM,@,Carolina Hurricanes,3,1,W,,33,26,4,W 4,,24,4,0,0,0,,35,0,1,2,0,"14,112",2:21,
64,2/28/2017,9:00 PM,,Los Angeles Kings,2,1,W,OT,34,26,4,W 5,,30,7,0,2,0,,29,7,1,1,0,"19,289",2:44,
65,3/3/2017,9:00 PM,,Detroit Red Wings,3,2,W,OT,35,26,4,W 6,,31,2,1,3,0,,37,6,0,2,0,"19,289",2:39,
66,3/5/2017,4:00 PM,,New York Islanders,5,2,W,,36,26,4,W 7,,37,8,0,2,0,,35,6,0,3,0,"18,741",2:27,
67,3/9/2017,9:00 PM,,Montreal Canadiens,5,0,W,,37,26,4,W 8,,38,14,0,1,0,,24,12,,2,,"19,289",2:33,
68,3/11/2017,7:00 PM,@,Winnipeg Jets,3,0,W,,38,26,4,W 9,,29,13,2,5,0,,31,17,,3,,"15,294",2:31,
69,3/13/2017,9:00 PM,,Pittsburgh Penguins,4,3,W,SO,39,26,4,W 10,,30,8,1,3,0,,35,6,1,4,0,"19,289",2:45,
70,3/15/2017,9:00 PM,,Boston Bruins,2,5,L,,39,27,4,L 1,,23,4,0,3,0,,32,6,0,2,0,"18,892",2:27,
71,3/17/2017,9:00 PM,,Dallas Stars,3,1,W,,40,27,4,W 1,,24,4,0,0,0,,25,0,0,2,0,"19,227",2:24,
72,3/19/2017,9:30 PM,,Los Angeles Kings,5,2,W,,41,27,4,W 2,,24,8,0,3,0,,21,8,0,3,0,"19,115",2:25,
73,3/21/2017,7:00 PM,@,Washington Capitals,2,4,L,,41,28,4,L 1,,31,8,0,1,0,,40,4,2,3,0,"18,506",2:24,
74,3/23/2017,8:00 PM,@,Nashville Predators,1,3,L,,41,29,4,L 2,,25,4,0,5,0,,17,10,0,2,0,"17,324",2:27,
75,3/25/2017,7:00 PM,@,St. Louis Blues,3,2,W,OT,42,29,4,W 1,,31,4,1,3,0,,31,8,0,1,0,"19,516",2:36,
76,3/27/2017,9:00 PM,,Colorado Avalanche,4,2,W,,43,29,4,W 2,,27,6,3,3,0,,26,6,1,3,0,"17,785",2:24,
77,3/29/2017,9:00 PM,,Los Angeles Kings,1,4,L,,43,30,4,L 1,,26,22,0,6,0,,33,50,0,6,0,"19,005",2:47,
78,3/31/2017,9:00 PM,,San Jose Sharks,5,2,W,,44,30,4,W 1,,35,15,1,2,0,,38,11,0,4,0,"19,289",2:31,
79,4/2/2017,9:30 PM,,Anaheim Ducks,3,4,L,,44,31,4,L 1,,21,11,2,4,0,,34,11,1,3,0,"18,945",2:27,
80,4/4/2017,10:00 PM,@,Anaheim Ducks,1,3,L,,44,32,4,L 2,,27,76,0,4,0,,20,34,0,4,0,"15,125",2:45,
81,4/6/2017,10:30 PM,@,Los Angeles Kings,4,1,W,,45,32,4,W 1,,24,6,1,2,0,,28,4,0,3,0,"18,230",2:28,
82,4/8/2017,10:00 PM,@,San Jose Sharks,1,3,L,,45,33,4,L 1,,21,4,0,3,0,,27,6,1,2,0,"17,562",2:16,
