,,,,,,,,,Cumulative,,,,,Team,,,,,,Opponent,,,,,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,1/4/2017,7:00 PM,@,Florida Panthers,4,1,W,,19,19,3,W 2,,39,10,0,1,0,,32,4,0,4,0,"13,607",2:26,
42,1/7/2017,1:00 PM,@,Buffalo Sabres,3,4,L,,19,20,3,L 1,,35,26,1,3,0,,36,10,0,4,0,"19,070",2:32,
43,1/9/2017,8:00 PM,,Calgary Flames,2,0,W,,20,20,3,W 1,,27,8,0,3,0,,28,8,,3,,"15,294",2:23,
44,1/11/2017,7:30 PM,,Montreal Canadiens,4,7,L,,20,21,3,L 1,,27,4,1,4,0,,30,8,1,2,0,"15,294",2:29,
45,1/13/2017,9:00 PM,@,Arizona Coyotes,3,4,L,,20,22,3,L 2,,37,6,0,2,0,,29,4,1,3,0,"12,326",2:33,
46,1/14/2017,10:00 PM,@,Los Angeles Kings,2,3,L,OT,20,22,4,L 3,,28,8,2,4,0,,38,6,0,4,0,"18,230",2:41,
47,1/16/2017,4:00 PM,@,San Jose Sharks,2,5,L,,20,23,4,L 4,,28,13,0,2,0,,32,9,1,4,1,"17,479",2:25,
48,1/18/2017,7:30 PM,,Arizona Coyotes,6,3,W,,21,23,4,W 1,,39,8,0,3,0,,33,6,1,4,0,"15,294",2:23,
49,1/21/2017,3:00 PM,,St. Louis Blues,5,3,W,,22,23,4,W 2,,29,8,3,5,0,,37,10,1,4,0,"15,294",2:28,
50,1/23/2017,8:00 PM,,Anaheim Ducks,2,3,L,,22,24,4,L 1,,33,13,0,5,0,,27,19,1,2,1,"15,294",2:40,
51,1/24/2017,8:00 PM,,San Jose Sharks,3,4,L,,22,25,4,L 2,,34,2,0,2,0,,26,4,1,2,1,"15,294",2:35,
52,1/26/2017,8:30 PM,@,Chicago Blackhawks,5,3,W,,23,25,4,W 1,,33,10,1,5,0,,41,10,1,5,0,"21,746",2:23,
53,1/31/2017,8:00 PM,@,St. Louis Blues,5,3,W,,24,25,4,W 2,,24,2,1,1,0,,27,4,0,1,0,"19,483",2:28,
54,2/2/2017,8:30 PM,@,Dallas Stars,4,3,W,,25,25,4,W 3,,29,4,1,2,0,,42,4,1,2,0,"17,236",2:30,
55,2/4/2017,3:00 PM,@,Colorado Avalanche,2,5,L,,25,26,4,L 1,,25,21,1,4,0,,28,15,1,2,0,"13,930",2:35,
56,2/7/2017,8:00 PM,,Minnesota Wild,2,4,L,,25,27,4,L 2,,40,0,0,1,0,,25,2,0,1,0,"15,294",2:30,
57,2/10/2017,8:00 PM,,Chicago Blackhawks,2,5,L,,25,28,4,L 3,,30,4,1,3,0,,36,6,0,2,1,"15,294",2:27,
58,2/11/2017,7:00 PM,,Tampa Bay Lightning,1,4,L,,25,29,4,L 4,,33,6,0,3,0,,30,8,0,2,0,"15,294",2:29,
59,2/14/2017,8:00 PM,,Dallas Stars,5,2,W,,26,29,4,W 1,,24,15,0,3,0,,36,11,1,4,0,"15,294",2:36,
60,2/16/2017,7:00 PM,@,Pittsburgh Penguins,3,4,L,OT,26,29,5,L 1,,47,8,0,4,0,,39,12,1,2,0,"18,638",2:42,
61,2/18/2017,2:00 PM,@,Montreal Canadiens,3,1,W,,27,29,5,W 1,,33,6,0,3,1,,20,6,0,4,0,"21,288",2:26,
62,2/19/2017,5:00 PM,@,Ottawa Senators,3,2,W,,28,29,5,W 2,,20,8,0,1,0,,34,2,1,4,0,"19,288",2:32,
63,2/21/2017,7:30 PM,@,Toronto Maple Leafs,4,5,L,OT,28,29,6,L 1,,20,17,1,4,0,,37,17,2,5,0,"19,583",2:55,
64,2/28/2017,8:00 PM,,Minnesota Wild,5,6,L,,28,30,6,L 2,,36,11,0,4,1,,28,10,1,4,0,"15,294",2:31,
65,3/3/2017,8:00 PM,,St. Louis Blues,3,0,W,,29,30,6,W 1,,40,10,1,5,0,,29,14,,3,,"15,294",2:34,
66,3/4/2017,7:00 PM,,Colorado Avalanche,6,1,W,,30,30,6,W 2,,31,8,1,5,0,,23,8,0,4,0,"15,294",2:27,
67,3/6/2017,8:00 PM,,San Jose Sharks,2,3,L,,30,31,6,L 1,,33,11,1,4,0,,30,13,0,3,1,"15,294",2:32,
68,3/8/2017,8:00 PM,,Pittsburgh Penguins,4,7,L,,30,32,6,L 2,,35,36,0,5,0,,32,37,3,5,0,"15,294",2:45,
69,3/11/2017,7:00 PM,,Calgary Flames,0,3,L,,30,33,6,L 3,,31,17,0,3,0,,29,13,2,5,0,"15,294",2:31,
70,3/13/2017,8:00 PM,@,Nashville Predators,4,5,L,OT,30,33,7,L 4,,34,11,1,1,0,,42,7,1,3,0,"17,355",2:42,
71,3/16/2017,7:00 PM,@,New York Islanders,4,2,W,,31,33,7,W 1,,28,8,1,5,0,,29,8,0,4,0,"13,700",2:24,
72,3/19/2017,5:00 PM,,Minnesota Wild,5,4,W,,32,33,7,W 2,,21,11,1,4,0,,48,13,1,3,0,"15,294",2:39,
73,3/21/2017,8:00 PM,,Philadelphia Flyers,3,2,W,,33,33,7,W 3,,33,12,1,6,0,,26,18,0,3,1,"15,294",2:33,
74,3/23/2017,10:30 PM,@,Los Angeles Kings,2,5,L,,33,34,7,L 1,,21,13,1,4,0,,36,11,3,4,1,"18,230",2:31,
75,3/24/2017,10:00 PM,@,Anaheim Ducks,1,3,L,,33,35,7,L 2,,18,6,1,3,0,,35,6,0,3,0,"15,647",2:30,
76,3/26/2017,8:00 PM,,Vancouver Canucks,2,1,W,,34,35,7,W 1,,32,2,2,2,0,,29,4,0,1,0,"15,294",2:28,
77,3/28/2017,7:00 PM,@,New Jersey Devils,4,3,W,SO,35,35,7,W 2,,36,10,0,3,1,,23,6,0,4,0,"12,315",2:47,
78,3/30/2017,8:00 PM,,Anaheim Ducks,4,3,W,OT,36,35,7,W 3,,41,13,0,4,1,,28,17,1,2,0,"15,294",2:43,
79,4/1/2017,7:00 PM,,Ottawa Senators,4,2,W,,37,35,7,W 4,,28,4,0,2,0,,31,4,0,2,0,"15,294",2:28,
80,4/4/2017,8:00 PM,@,St. Louis Blues,5,2,W,,38,35,7,W 5,,31,12,0,1,0,,26,12,0,1,0,"19,178",2:30,
81,4/6/2017,7:00 PM,@,Columbus Blue Jackets,5,4,W,,39,35,7,W 6,,32,0,2,3,0,,39,6,0,0,0,"16,447",2:23,
82,4/8/2017,7:00 PM,,Nashville Predators,2,1,W,,40,35,7,W 7,,36,12,0,2,1,,34,4,0,6,1,"15,294",2:33,
