,,,,,,,,,Cumulative,,,,,Team,,,,,,Opponent,,,,,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
24,12/5/2016,7:00 PM,,Buffalo Sabres,3,2,W,OT,14,7,3,W 1,,33,6,1,3,0,,33,6,0,3,0,"18,506",2:38,
25,12/7/2016,8:00 PM,,Boston Bruins,4,3,W,OT,15,7,3,W 2,,20,8,0,2,0,,34,6,1,3,0,"18,506",2:39,
26,12/9/2016,7:00 PM,@,Buffalo Sabres,4,1,W,,16,7,3,W 3,,29,10,2,3,0,,28,6,1,5,0,"18,234",2:28,
27,12/11/2016,5:00 PM,,Vancouver Canucks,3,0,W,,17,7,3,W 4,,29,10,1,4,0,,20,8,,5,,"18,506",2:31,
28,12/13/2016,7:00 PM,@,New York Islanders,4,2,W,,18,7,3,W 5,,38,4,2,3,0,,28,6,0,2,0,"12,730",2:29,
29,12/16/2016,7:30 PM,@,Carolina Hurricanes,4,3,W,SO,19,7,3,W 6,,26,12,1,2,0,,30,4,1,6,0,"11,892",2:35,
30,12/17/2016,7:00 PM,,Montreal Canadiens,1,2,L,,19,8,3,L 1,,21,6,1,4,0,,25,20,0,2,0,"18,506",2:29,
31,12/21/2016,8:00 PM,@,Philadelphia Flyers,2,3,L,SO,19,8,4,L 2,,38,6,0,1,0,,38,4,0,2,0,"20,011",2:41,
32,12/23/2016,7:00 PM,,Tampa Bay Lightning,4,0,W,,20,8,4,W 1,,27,6,0,2,0,,23,4,,3,,"18,506",2:31,
33,12/27/2016,7:00 PM,@,New York Islanders,3,4,L,,20,9,4,L 1,,34,6,0,4,0,,31,8,0,4,0,"15,795",2:30,
34,12/29/2016,7:00 PM,,New Jersey Devils,1,2,L,SO,20,9,5,L 2,,44,8,0,4,1,,27,8,0,4,0,"18,506",2:42,
35,12/31/2016,1:00 PM,@,New Jersey Devils,6,2,W,,21,9,5,W 1,,26,28,0,4,0,,23,20,0,9,0,"16,514",2:39,
36,1/1/2017,7:30 PM,,Ottawa Senators,2,1,W,,22,9,5,W 2,,28,8,0,2,0,,24,4,0,4,0,"18,506",2:29,
37,1/3/2017,7:00 PM,,Toronto Maple Leafs,6,5,W,OT,23,9,5,W 3,,29,14,1,2,0,,25,6,2,6,0,"18,506",2:39,
