,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Henrik Zetterberg,36,LW,82,17,51,68,15,22,15,2,0,0,40,11,0,195,8.7,1617,19:43,4.9,2.7,7.6,30,58,705,657,51.8
2,Gustav Nyquist,27,RW,76,12,36,48,0,18,10,2,0,2,29,7,0,165,7.3,1325,17:26,2.9,1.7,4.7,20,54,4,1,80
3,Tomas Tatar,26,LW,82,25,21,46,-8,26,20,5,0,5,18,3,0,166,15.1,1417,17:17,3.9,1.5,5.4,24,92,8,5,61.5
4,Frans Nielsen,32,C,79,17,24,41,-19,18,11,4,2,0,13,11,0,162,10.5,1355,17:09,2.6,1,3.6,54,64,653,561,53.8
5,Thomas Vanek,33,LW,48,15,23,38,2,16,10,5,0,2,17,6,0,99,15.2,702,14:37,3.9,1,4.9,2,23,6,9,40
6,Anthony Mantha,22,RW,60,17,19,36,10,53,16,1,0,3,17,2,0,133,12.8,954,15:54,3.2,1.7,4.9,33,46,5,6,45.5
7,Mike Green,31,D,72,14,22,36,-20,40,11,3,0,2,15,7,0,125,11.2,1696,23:33,3.4,2.4,5.8,92,67,0,0,
8,Dylan Larkin,20,C,80,17,15,32,-28,37,11,5,1,1,13,2,0,178,9.6,1292,16:09,1.8,0.5,2.3,22,67,196,236,45.4
9,Andreas Athanasiou,22,C,64,18,11,29,-7,28,17,1,0,3,8,3,0,120,15,862,13:28,2.8,0.8,3.6,21,30,37,46,44.6
10,Justin Abdelkader,29,LW,64,7,14,21,-20,50,2,5,0,1,11,2,1,104,6.7,1066,16:40,0.1,0.5,0.7,27,144,5,12,29.4
11,Darren Helm,30,C,50,8,9,17,-6,20,6,2,0,1,6,2,1,98,8.2,768,15:22,0.6,0.7,1.4,18,71,216,204,51.4
12,Luke Glendening,27,C,74,3,11,14,-10,26,3,0,0,0,10,1,0,76,3.9,956,12:55,-0.8,0.8,0,62,150,307,261,54
13,Nick Jensen,26,D,49,4,9,13,-7,12,4,0,0,0,8,0,1,59,6.8,870,17:45,0.8,1.5,2.3,56,55,0,0,
14,Niklas Kronwall,36,D,57,2,11,13,-7,32,2,0,0,0,5,6,0,67,3,1109,19:27,0.3,2.1,2.3,81,77,0,0,
15,Riley Sheahan,25,C,80,2,11,13,-29,14,1,1,0,0,9,2,0,109,1.8,1118,13:58,-1.5,0.2,-1.2,38,81,236,230,50.6
16,Danny DeKeyser,26,D,82,4,8,12,-22,33,4,0,0,2,8,0,0,85,4.7,1800,21:57,-0.5,2.5,2,170,100,0,0,
17,Xavier Ouellet,23,D,66,3,9,12,2,51,3,0,0,0,9,0,0,89,3.4,1186,17:58,0.2,3,3.2,87,73,0,2,0
18,Jonathan Ericsson,32,D,51,1,8,9,-2,63,1,0,0,0,8,0,0,43,2.3,980,19:13,-0.1,2.2,2.1,36,86,0,0,
19,Drew Miller,32,LW,55,5,2,7,-12,18,5,0,0,1,2,0,0,43,11.6,565,10:17,-0.3,0.2,0,52,71,2,1,66.7
20,Ryan Sproul,24,D,27,1,6,7,-8,6,0,1,0,0,4,2,0,46,2.2,409,15:09,0.4,0.3,0.7,14,12,0,0,
21,Steve Ott,34,C,42,3,3,6,-6,63,3,0,0,0,3,0,0,33,9.1,439,10:28,-0.2,0.3,0.1,17,101,102,74,58
22,Alexey Marchenko,25,D,30,0,6,6,6,12,0,0,0,0,5,0,1,27,0,539,17:59,0,1.8,1.8,44,8,0,0,
