,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Kyle Palmieri,25,RW,80,26,27,53,2,46,17,8,1,3,16,11,0,192,13.5,1388,17:21,5,2.1,7.1,36,124,12,17,41.4
2,Taylor Hall,25,LW,72,20,33,53,-9,32,13,7,0,4,25,8,0,238,8.4,1392,19:20,4.3,1.7,5.9,31,59,8,10,44.4
3,Travis Zajac,31,C,80,14,31,45,-8,33,7,6,1,1,24,6,1,126,11.1,1578,19:44,2.2,2,4.2,26,81,880,733,54.6
4,Adam Henrique,26,C,82,20,20,40,-20,38,12,6,2,2,15,4,1,142,14.1,1490,18:10,2.5,1.3,3.9,67,87,585,628,48.2
5,Mike Cammalleri,34,LW,61,10,21,31,-9,21,9,1,0,3,12,9,0,142,7,1059,17:21,1.6,1.2,2.8,14,44,17,11,60.7
6,Damon Severson,22,D,80,3,28,31,-31,58,3,0,0,1,15,13,0,125,2.4,1628,20:21,1.8,1.6,3.4,72,79,0,0,
7,P.A. Parenteau,33,RW,59,13,14,27,-16,35,9,4,0,2,10,4,0,109,11.9,884,14:59,2,0.6,2.6,8,51,6,13,31.6
8,Pavel Zacha,19,C,70,8,16,24,-17,19,3,5,0,2,8,8,0,83,9.6,1002,14:18,0.8,0.8,1.5,24,54,183,271,40.3
9,John Moore,26,D,63,12,10,22,-7,39,11,1,0,1,8,2,0,102,11.8,1196,18:59,2.3,2.5,4.8,61,68,0,0,
10,Beau Bennett,25,RW,65,8,11,19,-3,20,7,1,0,1,10,1,0,101,7.9,881,13:33,0.6,1.2,1.7,13,76,3,13,18.8
11,Miles Wood,21,LW,60,8,9,17,-21,86,6,2,0,0,7,2,0,105,7.6,771,12:51,0.6,0.3,0.9,26,68,1,1,50
12,Andy Greene,34,D,66,4,9,13,-16,8,2,1,1,1,6,3,0,83,4.8,1448,21:57,0.1,2.4,2.5,124,50,0,0,
13,Kyle Quincey,31,D,53,4,8,12,4,39,4,0,0,0,8,0,0,61,6.6,988,18:38,0.6,2.9,3.4,70,71,0,0,
14,Jacob Josefson,25,C,38,1,9,10,-1,16,1,0,0,1,8,1,0,44,2.3,465,12:15,-0.1,0.6,0.6,12,31,162,151,51.8
15,Devante Smith-Pelly,24,RW,53,4,5,9,-19,12,4,0,0,0,3,2,0,76,5.3,716,13:30,-0.6,0.3,-0.3,32,94,29,42,40.8
16,Joseph Blandisi,22,LW,27,3,6,9,-10,26,2,1,0,2,2,4,0,24,12.5,361,13:22,0.3,0.1,0.4,6,37,76,93,45
17,Stefan Noesen,23,RW,32,6,2,8,4,22,6,0,0,0,2,0,0,51,11.8,411,12:50,0.4,0.8,1.2,9,40,5,7,41.7
18,Nick Lappin,24,RW,43,4,3,7,-17,17,4,0,0,0,3,0,0,57,7,504,11:43,-0.2,0,-0.2,10,35,2,5,28.6
19,Steven Santini,21,D,38,2,5,7,-6,14,2,0,0,0,5,0,0,46,4.3,611,16:05,0.2,1.1,1.3,35,83,0,0,
20,Ben Lovejoy,32,D,82,1,6,7,-7,39,1,0,0,1,6,0,0,84,1.2,1703,20:46,-1.2,3.8,2.5,149,82,0,0,
21,Jonathon Merrill,24,D,51,1,5,6,-9,24,1,0,0,0,5,0,0,48,2.1,947,18:34,-0.4,1.7,1.3,67,39,0,0,
22,Yohann Auvitu,27,D,25,2,2,4,1,2,2,0,0,0,1,1,0,54,3.7,390,15:36,0.2,1.1,1.3,9,20,0,0,
23,Sergey Kalinin,25,C,43,2,2,4,-14,15,2,0,0,0,2,0,0,38,5.3,550,12:48,-0.9,0.2,-0.7,20,53,72,102,41.4
24,John Quenneville,20,C,12,1,3,4,1,2,0,1,0,0,2,1,0,21,4.8,164,13:42,0.1,0.3,0.4,7,15,0,0,
25,Vernon Fiddler,36,LW,39,1,2,3,-11,29,0,0,1,0,2,0,0,37,2.7,477,12:14,-0.9,0.2,-0.7,19,42,247,223,52.6
26,Dalton Prout,26,D,14,0,3,3,-5,30,0,0,0,0,3,0,0,7,0,209,14:56,0.1,0.1,0.2,8,20,0,0,
27,Karl Stollery,29,D,11,0,3,3,-5,13,0,0,0,0,0,3,0,11,0,186,16:55,0.1,0.1,0.2,16,26,0,0,
28,Blake Coleman,25,C,23,1,1,2,-7,27,1,0,0,0,1,0,0,29,3.4,295,12:51,-0.5,0.1,-0.4,15,51,96,130,42.5
29,Reid Boucher,23,LW,9,0,2,2,0,2,0,0,0,0,2,0,0,12,0,110,12:15,-0.1,0.2,0.1,7,10,0,0,
30,Seth Helgeson,26,D,9,1,0,1,2,15,1,0,0,0,0,0,0,3,33.3,121,13:28,0.1,0.5,0.6,11,16,0,0,
31,Keith Kinkaid,27,G,26,0,1,1,0,0,0,0,0,0,0,1,0,0,,1476,56:46:00,0,0,4.9,0,0,0,0,
