,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,John Tavares,26,C,77,28,38,66,4,38,20,7,1,3,26,11,1,260,10.8,1572,20:25,6.2,1.6,7.8,20,42,824,804,50.6
2,Josh Bailey,27,RW,82,13,43,56,5,12,10,3,0,1,34,9,0,173,7.5,1506,18:22,3.6,1.6,5.2,53,37,8,7,53.3
3,Anders Lee,26,LW,81,34,18,52,9,56,25,9,0,6,13,5,0,191,17.8,1263,15:35,6.2,1.6,7.7,34,172,7,11,38.9
4,Nick Leddy,25,D,81,11,35,46,-3,12,8,3,0,1,23,12,0,137,8,1840,22:43,4.1,2.9,7,109,77,0,0,
5,Brock Nelson,25,LW,81,20,25,45,-6,36,19,1,0,4,19,5,1,173,11.6,1268,15:39,3.8,0.9,4.7,48,50,346,445,43.7
6,Jason Chimera,37,LW,82,20,13,33,1,40,19,0,1,2,13,0,0,121,16.5,1071,13:04,3,1,4,30,149,16,18,47.1
7,Andrew Ladd,31,LW,78,23,8,31,-14,45,19,3,1,4,6,2,0,142,16.2,1262,16:11,2.6,0.6,3.1,54,112,4,6,40
8,Ryan Strome,23,RW,69,13,17,30,-8,40,11,2,0,2,11,6,0,114,11.4,1008,14:36,2,0.6,2.6,21,59,147,197,42.7
9,Casey Cizikas,25,C,59,8,17,25,9,30,8,0,0,1,16,1,0,82,9.8,821,13:54,1.4,1.1,2.6,58,144,420,426,49.6
10,Calvin de Haan,25,D,82,5,20,25,15,36,4,1,0,1,19,1,0,116,4.3,1628,19:51,1.4,4,5.4,190,139,0,0,
11,Anthony Beauvillier,19,LW,66,9,15,24,1,10,9,0,0,2,14,1,0,101,8.9,859,13:01,1.3,0.8,2.2,26,81,123,174,41.4
12,Nikolai Kulemin,30,LW,72,12,11,23,3,18,10,1,1,4,9,1,1,74,16.2,995,13:49,1.2,1.1,2.2,45,78,14,13,51.9
13,Johnny Boychuk,33,D,66,6,17,23,11,19,4,1,1,2,13,3,1,155,3.9,1368,20:44,1.6,3.2,4.8,133,160,1,0,100
14,Dennis Seidenberg,35,D,73,5,17,22,25,32,5,0,0,0,17,0,0,89,5.6,1418,19:26,1.3,4.5,5.8,146,154,0,0,
15,Cal Clutterbuck,29,RW,66,5,15,20,2,28,5,0,0,1,14,1,0,115,4.3,924,14:00,0.2,0.9,1.2,25,222,3,5,37.5
16,Thomas Hickey,27,D,76,4,16,20,-1,35,4,0,0,2,13,3,0,87,4.6,1331,17:31,1,2.2,3.2,103,89,0,0,
17,Shane Prince,24,LW,50,5,13,18,-9,18,4,1,0,2,11,2,0,71,7,649,12:58,0.8,0.2,1,12,36,4,3,57.1
18,Alan Quine,23,C,61,5,13,18,-2,8,3,2,0,1,12,1,0,82,6.1,764,12:31,0.5,0.6,1.1,29,77,264,286,48
19,Travis Hamonic,26,D,49,3,11,14,-21,60,3,0,0,0,10,1,0,74,4.1,1002,20:27,0.7,-0.1,0.6,108,58,0,0,
20,Joshua Ho-Sang,21,RW,21,4,6,10,1,12,3,1,0,0,5,1,0,22,18.2,346,16:27,0.6,0.4,1,2,4,0,2,0
21,Adam Pelech,22,D,44,3,7,10,-5,6,3,0,0,0,7,0,0,40,7.5,741,16:50,0.5,0.8,1.4,68,73,0,0,
22,Scott Mayfield,24,D,25,2,7,9,-1,35,2,0,0,0,7,0,0,39,5.1,354,14:08,0.8,0.5,1.3,36,37,0,0,
23,Stephen Gionta,33,RW,26,1,5,6,9,2,1,0,0,0,5,0,0,17,5.9,291,11:12,0,0.6,0.6,7,56,56,64,46.7
24,Thomas Greiss,31,G,51,0,1,1,0,0,0,0,0,0,1,0,0,0,,2813,55:10:00,0,0,8.6,0,0,0,0,
25,Jaroslav Halak,31,G,28,0,1,1,0,0,0,0,0,0,1,0,0,0,,1605,57:20:00,0,0,5.4,0,0,0,0,
26,Mathew Barzal,19,C,2,0,0,0,-2,6,0,0,0,0,0,0,0,0,,20,9:45,-0.1,-0.1,-0.1,0,1,6,7,46.2
27,Jean-Francois Berube,25,G,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,527,37:38:00,0,0,0.8,0,0,0,0,
28,Connor Jones,26,C,4,0,0,0,1,2,0,0,0,0,0,0,0,2,0,47,11:51,-0.1,0.1,0,3,13,8,5,61.5
29,Bracken Kearns,35,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,3,0,22,11:12,-0.1,0,-0.1,2,5,10,7,58.8
30,Ryan Pulock,22,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,3:57,0,0.1,0.1,1,1,0,0,
,Team Total,,,82,239,389,628,24,638,199,35,5,39,319,66,4,2480,9.6,,,44.3,32,91.1,1363,2126,2261,2480,47.7
