,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Brent Burns,31,D,82,29,47,76,19,40,21,8,0,6,29,17,1,320,9.1,2039,24:52:00,8.9,6.4,15.3,142,69,0,0,
2,Joe Pavelski,32,C,81,29,39,68,11,34,21,7,1,7,24,15,0,233,12.4,1549,19:07,6.3,2.4,8.7,73,130,448,407,52.4
3,Logan Couture,27,C,73,25,27,52,11,12,14,11,0,3,22,4,1,174,14.4,1285,17:36,4.8,2.1,6.9,65,57,297,453,39.6
4,Joe Thornton,37,C,79,7,43,50,7,51,6,1,0,0,25,18,0,81,8.6,1427,18:04,2.2,2.1,4.3,31,52,374,362,50.8
5,Patrick Marleau,37,LW,82,27,19,46,4,28,20,7,0,6,10,9,0,190,14.2,1407,17:09,4,1.9,6,32,82,115,99,53.7
6,Joel Ward,36,RW,78,10,19,29,-2,30,7,1,2,2,17,2,0,105,9.5,1244,15:57,0.8,1.5,2.2,56,61,222,233,48.8
7,Marc-Edouard Vlasic,29,D,75,6,22,28,4,35,5,1,0,2,15,6,1,144,4.2,1593,21:14,1.7,4.1,5.8,144,18,0,0,
8,Mikkel Boedker,27,LW,81,10,16,26,0,10,9,0,1,2,15,1,0,122,8.2,1162,14:21,0.7,1.5,2.1,34,71,5,13,27.8
9,Paul Martin,35,D,81,4,22,26,10,20,4,0,0,1,22,0,0,57,7,1557,19:14,1.3,4.5,5.8,124,41,0,0,
10,Chris Tierney,22,C,80,11,12,23,0,6,9,1,1,2,11,0,1,90,12.2,1168,14:36,0.4,1.5,1.9,44,50,399,424,48.5
11,Melker Karlsson,26,C,67,11,11,22,7,22,9,0,2,1,11,0,0,73,15.1,858,12:48,1.2,1.4,2.6,59,67,1,5,16.7
12,Tomas Hertl,23,C,49,10,12,22,-8,14,9,1,0,4,11,1,0,100,10,844,17:13,1.1,0.7,1.9,42,76,245,229,51.7
13,Kevin Labanc,21,RW,55,8,12,20,9,22,8,0,0,2,10,2,0,70,11.4,752,13:41,1,1.3,2.3,14,19,2,2,50
14,David Schlemko,29,D,62,2,16,18,4,14,1,1,0,1,14,2,0,118,1.7,1038,16:45,0.9,2.8,3.7,112,35,0,0,
15,Joonas Donskoi,24,RW,61,6,11,17,-5,10,5,1,0,0,8,3,0,95,6.3,842,13:49,0.1,0.8,1,27,27,8,8,50
16,Justin Braun,29,D,81,4,9,13,1,28,4,0,0,0,7,0,2,95,4.2,1626,20:05,-0.2,3.9,3.7,161,136,0,0,
17,Micheal Haley,30,C,58,2,10,12,6,128,2,0,0,1,10,0,0,37,5.4,532,9:11,0,0.9,1,23,129,66,83,44.3
18,Brenden Dillon,26,D,81,2,8,10,-2,60,2,0,0,0,8,0,0,86,2.3,1334,16:28,-0.4,3,2.6,81,173,0,0,
19,Tommy Wingels,28,C,37,5,3,8,-2,15,5,0,0,2,3,0,0,42,11.9,372,10:03,0.4,0.4,0.8,22,61,59,88,40.1
20,Dylan DeMelo,23,D,25,1,7,8,2,14,1,0,0,0,7,0,0,32,3.1,397,15:54,0.5,1.1,1.6,32,36,0,0,
21,Jannik Hansen,30,RW,15,2,5,7,0,7,2,0,0,0,5,0,0,17,11.8,233,15:30,0.3,0.3,0.6,7,23,0,1,0
22,Timo Meier,20,RW,34,3,3,6,1,10,3,0,0,1,3,0,0,85,3.5,424,12:28,-0.2,0.6,0.4,5,64,1,4,20
23,Ryan Carpenter,26,C,11,2,2,4,5,4,2,0,0,0,2,0,0,20,10,114,10:23,0.3,0.4,0.7,2,15,34,41,45.3
24,Marcus Sorensen,24,RW,19,1,3,4,-1,4,1,0,0,1,3,0,0,27,3.7,205,10:49,0,0.2,0.2,6,15,3,1,75
25,Mirco Mueller,21,D,4,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,38,9:36,0.3,0.3,0.5,3,2,0,0,
26,Matthew Nieto,24,LW,16,0,2,2,-3,4,0,0,0,0,2,0,0,24,0,195,12:13,-0.3,0.1,-0.2,8,22,0,2,0
27,Daniel O'Regan,23,C,3,1,0,1,-2,0,0,1,0,0,0,0,0,5,20,35,11:33,0.1,0,0.1,1,1,14,17,45.2
28,Barclay Goodrow,23,RW,3,0,1,1,0,0,0,0,0,0,1,0,0,3,0,34,11:18,0,0,0.1,1,3,0,0,
29,Aaron Dell,27,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,1111,55:32:00,0,0,4.2,0,0,0,0,
30,Nikolay Goldobin,21,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,20,9:50,-0.1,0,-0.1,1,1,0,0,
31,Tim Heed,26,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,16:29,0,0,0,2,0,0,0,
32,Martin Jones,27,G,65,0,0,0,0,0,0,0,0,0,0,0,0,0,,3800,58:28:00,0,0,9.9,0,0,0,0,
,Team Total,,,82,219,382,601,77,622,171,41,7,44,296,80,6,2453,8.9,,,36.3,46.1,96.5,1354,1536,2293,2472,48.1
