,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Viktor Arvidsson,23,LW,80,31,30,61,16,28,22,4,5,6,23,5,2,246,12.6,1372,17:09,6.5,2.1,8.7,45,23,4,12,25
2,Ryan Johansen,24,C,82,14,47,61,1,60,9,4,1,3,28,19,0,154,9.1,1545,18:50,4.1,1.7,5.8,28,77,803,669,54.6
3,Filip Forsberg,22,LW,82,31,27,58,-4,32,25,3,3,9,21,6,0,234,13.2,1518,18:31,5.8,1.4,7.2,26,97,5,13,27.8
4,Roman Josi,26,D,72,12,37,49,7,18,5,7,0,1,25,11,1,217,5.5,1805,25:04:00,4.6,4.1,8.7,119,54,0,0,
5,Mike Fisher,36,C,72,18,24,42,1,55,11,7,0,3,14,10,0,120,15,1196,16:37,3.4,1.3,4.7,64,160,703,577,54.9
6,James Neal,29,RW,70,23,18,41,-10,35,18,5,0,5,10,8,0,202,11.4,1239,17:42,3.8,0.9,4.6,18,84,3,3,50
7,P.K. Subban,27,D,66,10,30,40,-8,44,7,3,0,2,16,13,1,142,7,1611,24:24:00,3.6,2.4,6.1,104,78,0,0,
8,Ryan Ellis,26,D,71,16,22,38,17,29,11,4,1,3,13,7,2,140,11.4,1701,23:57,4,4.7,8.7,137,64,0,0,
9,Colin Wilson,27,LW,70,12,23,35,7,18,6,6,0,0,22,1,0,113,10.6,1047,14:57,2.4,1.4,3.8,23,50,16,23,41
10,Calle Jarnkrok,25,C,81,15,16,31,-1,25,12,2,1,1,12,2,2,134,11.2,1274,15:44,1.6,1.3,2.9,29,49,452,463,49.4
11,Craig Smith,27,RW,78,12,17,29,7,30,10,2,0,1,16,1,0,155,7.7,1078,13:49,1.6,1.4,3,16,93,51,60,45.9
