,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Connor McDavid,20,C,82,30,70,100,27,26,26,3,1,6,45,24,1,251,12,1733,21:08,9.7,3,12.8,29,34,348,458,43.2
2,Leon Draisaitl,21,C,82,29,48,77,7,20,19,10,0,5,31,17,0,172,16.9,1548,18:53,7.6,2,9.6,36,41,476,496,49
3,Jordan Eberle,26,RW,82,20,31,51,3,16,16,4,0,0,21,10,0,208,9.6,1375,16:46,4.1,1.6,5.7,37,26,10,10,50
4,Milan Lucic,28,LW,82,23,27,50,-3,50,11,12,0,3,14,13,0,175,13.1,1407,17:10,4.3,1.4,5.7,20,202,4,3,57.1
5,Ryan Nugent-Hopkins,23,C,82,18,25,43,-10,29,13,5,0,4,19,6,0,200,9,1451,17:42,2.8,1.2,4,35,47,556,712,43.8
6,Patrick Maroon,28,LW,81,27,15,42,13,95,24,3,0,5,12,3,0,178,15.2,1356,16:44,3.9,2,6,23,189,6,9,40
7,Oscar Klefbom,23,D,82,12,26,38,7,6,9,3,0,3,12,13,1,201,6,1834,22:22,3.3,4.3,7.6,146,43,0,0,
8,Mark Letestu,31,C,78,16,19,35,-2,17,3,11,2,6,15,3,1,120,13.3,1111,14:14,2.6,1.1,3.7,34,71,452,444,50.4
9,Andrej Sekera,30,D,80,8,27,35,14,18,6,1,1,1,17,10,0,128,6.3,1719,21:29,2.7,4.6,7.3,166,55,0,0,
10,Zack Kassian,26,RW,79,7,17,24,4,101,7,0,0,0,17,0,0,110,6.4,972,12:18,0.8,1.2,2,16,201,4,7,36.4
11,Adam Larsson,24,D,79,4,15,19,21,55,4,0,0,0,15,0,0,85,4.7,1592,20:09,0.6,5,5.5,160,253,0,0,
12,Drake Caggiula,22,LW,60,7,11,18,3,16,5,2,0,2,7,3,1,93,7.5,794,13:14,0.6,1,1.6,19,97,117,167,41.2
13,Matt Benning,22,D,62,3,12,15,8,29,2,1,0,0,10,2,0,69,4.3,1030,16:37,0.7,2.7,3.5,64,111,0,0,
14,Benoit Pouliot,30,LW,67,8,6,14,-5,34,8,0,0,1,6,0,0,77,10.4,942,14:03,-0.2,0.8,0.6,39,39,7,21,25
15,Kris Russell,29,D,68,1,12,13,5,23,1,0,0,1,11,1,0,68,1.5,1443,21:13,-0.2,3.3,3.1,213,67,0,0,
16,Tyler Pitlick,25,RW,31,8,3,11,0,6,8,0,0,1,3,0,0,54,14.8,308,9:55,1.3,0.3,1.6,13,70,8,7,53.3
17,Darnell Nurse,21,D,44,5,6,11,0,33,5,0,0,0,6,0,0,85,5.9,749,17:01,0.9,1.5,2.4,53,107,0,0,
18,Anton Slepyshev,22,LW,41,4,6,10,5,4,4,0,0,0,6,0,0,55,7.3,456,11:07,0.3,0.7,1,15,64,2,3,40
19,Jesse Puljujarvi,18,RW,28,1,7,8,5,10,0,1,0,0,7,0,0,41,2.4,315,11:15,0.1,0.6,0.7,10,11,0,1,0
20,Matt Hendricks,35,LW,42,4,3,7,-3,29,4,0,0,1,3,0,0,42,9.5,451,10:45,0,0.4,0.3,39,79,132,100,56.9
21,Eric Gryba,28,D,40,2,4,6,-5,65,2,0,0,2,4,0,0,45,4.4,646,16:08,0.1,0.9,1,47,145,0,0,
22,David Desharnais,30,C,18,2,2,4,-1,6,2,0,0,0,2,0,0,16,12.5,204,11:21,0.1,0.2,0.3,9,3,94,79,54.3
23,Iiro Pakarinen,25,RW,14,2,2,4,2,2,2,0,0,1,2,0,0,15,13.3,125,8:55,0.3,0.2,0.5,6,30,0,1,0
24,Anton Lander,25,C,22,1,3,4,2,6,1,0,0,0,3,0,0,12,8.3,215,9:46,0,0.3,0.3,7,28,79,62,56
25,Mark Fayne,29,D,4,0,2,2,1,0,0,0,0,0,2,0,0,4,0,32,7:55,0.2,0.1,0.3,2,1,0,0,
26,Jujhar Khaira,22,LW,10,1,0,1,1,2,1,0,0,1,0,0,0,10,10,93,9:15,0,0.1,0.1,5,20,7,12,36.8
27,Brandon Davidson,25,D,28,0,1,1,1,16,0,0,0,0,1,0,0,29,0,431,15:24,-0.4,0.9,0.5,46,31,0,0,
28,Taylor Beck,25,LW,3,0,0,0,-1,4,0,0,0,0,0,0,0,0,,18,5:53,0,0,-0.1,0,3,0,0,
29,Laurent Brossoit,23,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,332,41:33:00,0,0,1.2,0,0,0,0,
30,Jonas Gustavsson,32,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,329,47:00:00,0,0,0.2,0,0,0,0,
31,Jordan Oesterle,24,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,35,17:17,0,0,-0.1,3,2,0,0,
32,Dillon Simpson,,D,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,33,10:53,0,0.1,0,2,3,0,0,
33,Cam Talbot,29,G,73,0,0,0,0,4,0,0,0,0,0,0,0,0,,4294,58:49:00,0,0,14,0,0,0,0,
,Team Total,,,82,243,400,643,98,724,183,56,4,43,291,105,4,2547,9.5,,,45.8,41.7,102.9,1294,2073,2302,2592,47
