,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Johnny Gaudreau,23,LW,72,18,43,61,-7,4,14,4,0,3,31,12,0,182,9.9,1331,18:29,4.8,1.3,6.1,14,9,0,0,
2,Sean Monahan,22,C,82,27,31,58,-1,20,18,8,1,4,22,9,0,199,13.6,1441,17:35,5.2,1.7,6.9,25,34,743,701,51.5
3,Mikael Backlund,27,C,81,22,31,53,9,36,15,7,0,7,19,9,3,197,11.2,1426,17:36,4.1,2.1,6.2,41,55,711,768,48.1
4,Dougie Hamilton,23,D,81,13,37,50,12,64,11,2,0,5,24,12,1,222,5.9,1594,19:41,4.8,4.7,9.5,94,68,0,0,
5,Matthew Tkachuk,19,LW,76,13,35,48,14,105,10,3,0,2,25,10,0,142,9.2,1114,14:40,3.5,1.9,5.4,22,65,8,15,34.8
6,Michael Frolik,28,RW,82,17,27,44,13,58,12,3,2,1,21,5,1,202,8.4,1401,17:05,2.7,2.2,4.9,48,60,13,16,44.8
7,Mark Giordano,33,D,81,12,27,39,22,59,7,3,2,4,15,11,1,151,7.9,1910,23:35,3.1,6.3,9.4,184,78,0,0,
8,Kris Versteeg,30,RW,69,15,22,37,-3,46,7,8,0,1,14,8,0,136,11,1016,14:44,2.8,1.1,3.9,28,5,53,49,52
9,T.J. Brodie,26,D,82,6,30,36,-16,24,4,1,1,2,18,11,1,78,7.7,1934,23:35,2.1,3.1,5.3,115,30,0,0,
10,Sam Bennett,20,C,81,13,13,26,-16,75,9,4,0,0,12,0,1,122,10.7,1214,14:59,0.8,0.8,1.6,46,127,374,437,46.1
11,Micheal Ferland,24,LW,76,15,10,25,-1,50,13,2,0,1,8,2,0,106,14.2,879,11:34,1.9,1,2.9,26,149,3,4,42.9
12,Troy Brouwer,31,RW,74,13,12,25,-11,31,7,5,1,2,5,6,1,86,15.1,1200,16:13,0.7,1,1.7,39,171,20,44,31.3
13,Alex Chiasson,26,RW,81,12,12,24,-6,46,11,0,1,1,10,2,0,104,11.5,1084,13:23,0.8,1.1,1.9,18,74,7,22,24.1
14,Matt Stajan,33,C,81,6,17,23,3,40,6,0,0,3,15,0,2,59,10.2,1027,12:41,0.3,1.4,1.6,39,60,385,383,50.1
15,Dennis Wideman,33,D,57,5,13,18,-6,32,3,2,0,1,10,3,0,87,5.7,1153,20:14,1,2.2,3.2,74,61,0,0,
16,Deryk Engelland,34,D,81,4,12,16,2,85,4,0,0,2,12,0,0,107,3.7,1485,18:20,0.3,3.6,3.9,134,135,1,0,100
17,Lance Bouma,26,C,61,3,4,7,-2,35,3,0,0,1,4,0,0,53,5.7,692,11:21,-0.9,0.8,-0.1,44,127,4,8,33.3
18,Michael Stone,26,D,19,2,4,6,5,20,2,0,0,0,4,0,0,24,8.3,358,18:51,0.4,1.2,1.7,41,27,0,0,
19,Jyrki Jokipakka,25,D,38,1,5,6,-3,12,1,0,0,0,5,0,0,29,3.4,548,14:26,0.1,1,1.1,30,25,0,0,
20,Garnet Hathaway,25,RW,26,1,4,5,0,44,1,0,0,0,4,0,0,22,4.5,238,9:08,0,0.3,0.3,14,56,10,9,52.6
21,Curtis Lazar,21,RW,4,1,2,3,2,0,1,0,0,0,2,0,0,2,50,47,11:47,0.3,0.1,0.4,1,9,11,13,45.8
22,Brett Kulak,23,D,21,0,3,3,-3,12,0,0,0,0,3,0,0,19,0,299,14:15,-0.1,0.4,0.4,13,14,0,0,
23,Freddie Hamilton,25,C,26,2,0,2,-3,8,2,0,0,1,0,0,0,30,6.7,254,9:47,-0.3,0.2,-0.1,1,46,75,51,59.5
24,Matt Bartkowski,28,D,24,1,1,2,-4,26,1,0,0,0,1,0,0,16,6.3,369,15:23,-0.1,0.5,0.4,12,46,0,0,
25,Hunter Shinkaruk,22,LW,7,0,1,1,-3,2,0,0,0,0,1,0,0,5,0,74,10:35,-0.1,0,-0.1,3,3,0,0,
26,Rasmus Andersson,20,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,19,18:33,0,0,-0.1,2,4,0,0,
27,Brian Elliott,31,G,49,0,0,0,0,4,0,0,0,0,0,0,0,0,,2844,58:03:00,0,0,7.3,0,0,0,0,
28,Jon Gillies,23,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,60:00:00,0,0,0.3,0,0,0,0,
29,Nicklas Grossmann,32,D,3,0,0,0,-4,2,0,0,0,0,0,0,0,3,0,39,13:01,0,-0.2,-0.3,1,7,0,0,
30,Mark Jankowski,22,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,10:18,0,0,0,0,1,5,3,62.5
31,Chad Johnson,30,G,36,0,0,0,0,0,0,0,0,0,0,0,0,0,,2013,55:55:00,0,0,5.4,0,0,0,0,
32,David Rittich,24,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,20:00,0,0,0,,0,,,
33,Linden Vey,25,RW,4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,44,11:01,-0.1,0,-0.2,0,1,9,15,37.5
34,Tyler Wotherspoon,23,D,4,0,0,0,-2,0,0,0,0,0,0,0,0,4,0,44,10:54,-0.1,-0.1,-0.1,2,3,0,0,
,Team Total,,,82,222,396,618,-12,940,162,52,8,41,285,100,11,2388,9.3,,,38,39.7,90.8,1111,1550,2432,2538,48.9
