,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Mark Scheifele,23,C,79,32,50,82,18,38,25,7,0,5,40,8,2,160,20,1624,20:34,8.1,2.2,10.3,34,49,635,826,43.5
2,Blake Wheeler,30,RW,82,26,48,74,6,47,19,5,2,4,31,16,1,259,10,1652,20:09,6.5,1.7,8.2,51,100,43,51,45.7
3,Patrik Laine,18,RW,73,36,28,64,7,26,27,9,0,5,23,5,0,204,17.6,1308,17:55,7.4,1.5,8.9,33,80,0,3,0
4,Nikolaj Ehlers,20,LW,82,25,39,64,1,38,20,5,0,4,32,7,0,204,12.3,1434,17:29,5.8,1.3,7.2,28,43,0,4,0
5,Dustin Byfuglien,31,D,80,13,39,52,10,117,12,1,0,1,24,13,2,241,5.4,2196,27:27:00,4.5,4,8.5,124,183,0,0,
6,Bryan Little,29,C,59,21,26,47,-7,18,15,6,0,3,20,6,0,119,17.6,1036,17:33,4.6,0.6,5.3,23,35,610,487,55.6
7,Mathieu Perreault,29,C,65,13,32,45,-11,30,10,3,0,3,20,12,0,134,9.7,1059,16:17,3.5,0.5,4,26,97,97,92,51.3
8,Jacob Trouba,22,D,60,8,25,33,4,54,6,2,0,1,22,2,1,154,5.2,1498,24:58:00,2.7,2.5,5.2,118,107,0,0,
9,Adam Lowry,23,C,82,15,14,29,1,52,10,5,0,1,9,4,1,122,12.3,1316,16:03,1.2,1.2,2.4,56,217,658,637,50.8
10,Josh Morrissey,21,D,82,6,14,20,6,38,5,1,0,3,14,0,0,99,6.1,1598,19:29,0.9,2.8,3.7,139,145,0,0,
11,Joel Armia,23,RW,57,10,9,19,-8,20,6,0,4,1,7,2,0,111,9,863,15:08,0.8,0.4,1.2,30,68,3,4,42.9
12,Andrew Copp,22,C,64,9,8,17,8,18,8,0,1,1,8,0,0,77,11.7,790,12:21,0.7,1.1,1.7,28,87,95,97,49.5
13,Toby Enstrom,32,D,60,1,13,14,-7,42,0,0,1,0,7,6,0,46,2.2,1314,21:54,0,1.3,1.3,94,24,0,0,
14,Paul Postma,27,D,65,1,13,14,3,15,1,0,0,0,13,0,0,50,2,706,10:51,0.8,1.3,2.1,42,36,0,0,
15,Drew Stafford,31,RW,40,4,9,13,-2,12,2,2,0,1,8,1,0,68,5.9,532,13:18,0.4,0.4,0.8,1,37,3,9,25
16,Nic Petan,21,LW,54,1,12,13,-13,12,1,0,0,0,4,8,0,57,1.8,589,10:54,-0.1,0,-0.1,10,12,145,170,46
17,Shawn Matthias,28,LW,45,8,4,12,0,13,7,0,1,1,4,0,0,51,15.7,610,13:34,0.5,0.6,1.1,19,47,5,11,31.3
18,Ben Chiarot,25,D,59,2,10,12,2,33,2,0,0,0,10,0,0,49,4.1,904,15:19,0.4,1.5,1.9,94,78,0,0,
19,Marko Dano,22,C,38,4,7,11,0,10,2,2,0,0,7,0,0,44,9.1,406,10:41,0.5,0.4,0.9,14,83,1,3,25
20,Kyle Connor,20,LW,20,2,3,5,-7,4,2,0,0,1,1,2,0,24,8.3,244,12:13,0.1,-0.1,0,8,1,1,1,50
21,Tyler Myers,26,D,11,2,3,5,5,13,2,0,0,0,2,0,1,16,12.5,244,22:12,0.5,0.8,1.2,21,12,0,0,
22,Chris Thorburn,33,RW,64,3,1,4,-7,95,2,0,1,0,1,0,0,36,8.3,446,6:59,-0.5,0.1,-0.4,25,90,13,13,50
23,Mark Stuart,32,D,42,2,2,4,4,27,2,0,0,1,2,0,0,24,8.3,523,12:27,0,1.1,1.1,79,68,0,0,
24,Brandon Tanev,25,LW,51,2,2,4,-6,26,2,0,0,1,2,0,0,54,3.7,545,10:41,-0.9,0.2,-0.6,31,128,1,0,100
25,Alexander Burmistrov,25,C,23,0,2,2,-6,6,0,0,0,0,1,0,1,13,0,254,11:02,-0.5,0,-0.5,4,28,53,94,36.1
26,Julian Melchiori,25,D,18,0,2,2,0,8,0,0,0,0,2,0,0,15,0,331,18:22,-0.2,0.5,0.3,31,30,0,0,
27,Brian Strait,29,D,5,0,2,2,-1,0,0,0,0,0,2,0,0,3,0,80,15:56,0.1,0,0.2,8,5,0,0,
28,Eric Comrie,21,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,59,59:18:00,0,0,0.2,,0,,,
29,Connor Hellebuyck,23,G,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,3034,54:10:00,0,0,8.1,0,0,0,0,
30,Quinton Howden,25,C,5,0,0,0,1,0,0,0,0,0,0,0,0,5,0,43,8:39,-0.1,0.1,0,0,4,0,2,0
31,Michael Hutchinson,26,G,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,1378,49:14:00,0,0,3.2,0,0,0,0,
32,Nelson Nogier,20,D,10,0,0,0,-1,5,0,0,0,0,0,0,0,8,0,117,11:43,-0.1,0.1,-0.1,5,12,0,0,
33,Ondrej Pavelec,29,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,440,54:56:00,0,0,0.7,0,0,0,0,
34,Jack Roslovic,20,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,8,8:24,0,0,-0.1,1,0,1,5,16.7
,Team Total,,,82,246,417,663,-1,817,188,48,10,37,316,92,9,2448,10,,,47.4,28.1,87.8,1177,1906,2364,2509,48.5
