,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Vincent Trocheck,23,C,82,23,31,54,-13,43,21,2,0,2,20,10,1,230,10,1708,20:50,3.8,1.7,5.5,51,164,835,829,50.2
2,Aleksander Barkov,21,C,61,21,31,52,13,10,18,3,0,5,20,11,0,142,14.8,1184,19:24,4.8,2.1,6.9,30,39,476,547,46.5
3,Jon Marchessault,26,C,75,30,21,51,-21,38,22,8,0,6,11,10,0,193,15.5,1268,16:55,5.4,0.8,6.2,17,105,122,148,45.2
4,Jaromir Jagr,44,RW,82,16,30,46,2,56,8,8,0,2,25,5,0,181,8.8,1394,17:00,3,1.9,4.9,4,21,1,1,50
5,Keith Yandle,30,D,82,5,36,41,-6,39,3,2,0,0,19,16,1,178,2.8,1807,22:02,2.8,4,6.9,76,28,0,0,
6,Reilly Smith,25,RW,80,15,22,37,-13,17,8,6,1,3,17,5,0,160,9.4,1468,18:21,1.7,1.4,3.1,34,75,3,3,50
7,Jussi Jokinen,33,LW,69,11,17,28,-15,39,6,4,1,2,11,6,0,118,9.3,1201,17:25,1,1,1.9,33,28,75,69,52.1
8,Jason Demers,28,D,81,9,19,28,-14,53,9,0,0,2,12,5,2,98,9.2,1588,19:37,2.1,2.8,4.9,90,106,0,1,0
9,Jonathan Huberdeau,23,LW,31,10,16,26,-2,13,7,3,0,2,12,4,0,86,11.6,556,17:55,2.4,0.7,3.1,7,18,4,5,44.4
10,Colton Sceviour,27,C,80,9,15,24,-16,25,5,1,3,1,12,2,1,172,5.2,1171,14:38,0.4,0.9,1.3,64,108,31,27,53.4
11,Aaron Ekblad,20,D,68,10,11,21,-23,58,5,4,1,2,7,4,0,225,4.4,1459,21:28,1.6,1.7,3.4,62,88,0,0,
12,Mike Matheson,22,D,81,7,10,17,-5,36,7,0,0,0,8,1,1,179,3.9,1705,21:03,0.5,3.9,4.4,118,69,1,0,100
13,Mark Pysyk,25,D,82,4,13,17,0,10,4,0,0,0,13,0,0,86,4.7,1522,18:34,0.4,3.8,4.3,99,72,0,1,0
14,Derek MacKenzie,35,C,82,6,10,16,-7,50,4,0,2,1,7,0,3,91,6.6,1030,12:34,-0.4,1.1,0.6,45,192,386,386,50
15,Nick Bjugstad,24,C,54,7,7,14,-19,22,6,1,0,1,5,2,0,91,7.7,710,13:09,0.3,0.1,0.5,9,72,186,205,47.6
16,Alexander Petrovic,24,D,49,1,13,14,-1,79,1,0,0,0,13,0,0,55,1.8,889,18:09,0.6,2.2,2.7,55,106,0,0,
17,Denis Malgin,20,C,47,6,4,10,-5,8,4,2,0,1,4,0,0,67,9,528,11:14,0.3,0.5,0.8,15,34,67,117,36.4
18,Thomas Vanek,33,LW,20,2,8,10,-7,6,2,0,0,0,6,2,0,34,5.9,278,13:54,0.6,0.1,0.6,3,6,0,0,
19,Michael Sgarbossa,24,C,29,2,5,7,-3,9,1,1,0,0,5,0,0,26,7.7,339,11:41,0,0.3,0.4,12,33,104,129,44.6
20,Jared McCann,20,C,29,1,6,7,-1,4,1,0,0,0,5,1,0,44,2.3,337,11:38,-0.1,0.4,0.3,6,28,41,64,39
21,Greg McKegg,24,C,31,3,3,6,-5,11,3,0,0,0,3,0,0,28,10.7,317,10:13,0.1,0.2,0.3,12,33,43,40,51.8
22,Seth Griffith,24,C,21,0,5,5,6,8,0,0,0,0,4,1,0,18,0,277,13:12,-0.2,0.6,0.4,5,27,2,6,25
23,Shawn Thornton,39,LW,50,2,2,4,-7,67,2,0,0,0,2,0,0,42,4.8,384,7:41,-0.4,0.2,-0.2,8,52,5,10,33.3
24,Jakub Kindl,29,D,39,0,4,4,-11,28,0,0,0,0,4,0,0,41,0,573,14:41,-0.3,0.5,0.2,37,49,0,0,
25,Shane Harper,27,RW,14,2,1,3,-1,18,2,0,0,0,1,0,0,13,15.4,144,10:18,0.2,0.1,0.3,0,19,0,0,
26,Kyle Rau,24,C,24,2,1,3,-3,4,2,0,0,0,1,0,0,21,9.5,230,9:36,-0.1,0.2,0.1,3,24,2,1,66.7
27,Paul Thompson,28,RW,21,0,3,3,-4,22,0,0,0,0,3,0,0,19,0,166,7:54,-0.1,0.1,-0.1,16,48,0,1,0
28,Dylan McIlrath,24,D,5,1,0,1,-2,10,1,0,0,0,0,0,0,3,33.3,48,9:34,0.2,0,0.1,4,13,0,0,
29,Roberto Luongo,37,G,40,0,1,1,0,4,0,0,0,0,0,1,0,0,,2327,58:10:00,0,0,7.4,0,0,0,0,
30,Ian McCoshen,21,D,3,0,1,1,0,0,0,0,0,0,1,0,0,0,,40,13:15,0.1,0.1,0.2,2,3,0,0,
31,Reto Berra,30,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,313,44:44:00,0,0,0.2,0,0,0,0,
32,Steven Kampfer,28,D,1,0,0,0,-1,4,0,0,0,0,0,0,0,0,,17,16:48,0,0,-0.1,1,1,0,0,
33,James Reimer,28,G,43,0,0,0,0,2,0,0,0,0,0,0,0,0,,2325,54:04:00,0,0,8.1,0,0,0,0,
34,MacKenzie Weegar,23,D,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,52,17:27,-0.1,0.1,0.1,1,4,0,0,
,Team Total,,,82,205,346,551,-184,797,152,45,8,30,251,86,9,2644,7.8,,,30.5,33.6,79.8,919,1665,2384,2590,47.9
