,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Max Pacioretty,28,LW,81,35,32,67,15,38,26,8,1,7,26,5,1,268,13.1,1553,19:11,6.9,2.4,9.3,35,63,27,23,54
2,Alexander Radulov,30,RW,76,18,36,54,10,62,12,6,0,2,26,10,0,147,12.2,1390,18:17,4.1,2,6.1,41,76,6,6,50
3,Alex Galchenyuk,22,C,61,17,27,44,-5,24,11,6,0,6,18,9,0,104,16.3,972,15:56,4,0.9,4.9,32,36,274,368,42.7
4,Paul Byron,27,LW,81,22,21,43,21,29,21,0,1,6,17,4,0,96,22.9,1220,15:04,3.8,2.3,6,34,119,10,5,66.7
5,Shea Weber,31,D,78,17,25,42,20,38,5,12,0,4,13,10,2,183,9.3,1955,25:04:00,4.1,6,10.1,157,140,0,0,
6,Phillip Danault,23,LW,82,13,27,40,5,35,13,0,0,3,24,2,1,133,9.8,1278,15:35,2.3,1.7,3.9,52,76,533,498,51.7
7,Andrei Markov,38,D,62,6,30,36,18,16,5,1,0,1,18,11,1,98,6.1,1354,21:50,3,4.5,7.5,73,39,0,0,
8,Andrew Shaw,25,C,68,12,17,29,4,110,11,1,0,1,11,6,0,127,9.4,1034,15:12,1.6,1.3,3,38,147,239,199,54.6
9,Brendan Gallagher,24,RW,64,10,19,29,7,39,9,1,0,2,17,2,0,187,5.3,966,15:06,1.6,1.4,3,15,69,30,44,40.5
10,Artturi Lehkonen,21,LW,73,18,10,28,-1,8,15,2,1,3,8,2,0,158,11.4,1012,13:52,2.3,1.1,3.4,25,72,2,2,50
11,Tomas Plekanec,34,C,78,10,18,28,10,24,5,3,2,3,14,4,0,139,7.2,1312,16:49,0.5,1.9,2.4,45,57,692,660,51.2
12,Jeff Petry,29,D,80,8,20,28,3,22,6,2,0,1,15,5,0,172,4.7,1769,22:07,1.8,4.2,6,145,171,0,0,
13,Nathan Beaulieu,24,D,74,4,24,28,8,44,2,2,0,1,14,10,0,118,3.4,1442,19:29,1.7,3.9,5.6,102,65,0,0,
14,Torrey Mitchell,32,C,78,8,9,17,5,38,8,0,0,1,9,0,0,68,11.8,983,12:36,0,1.3,1.3,56,47,410,342,54.5
15,Brian Flynn,28,C,51,6,4,10,2,4,6,0,0,0,4,0,0,47,12.8,615,12:04,0,0.8,0.8,29,20,69,80,46.3
16,David Desharnais,30,C,31,4,6,10,5,6,4,0,0,1,4,2,0,30,13.3,406,13:06,0.4,0.7,1.1,6,2,76,83,47.8
17,Alexei Emelin,30,D,76,2,8,10,1,71,2,0,0,0,8,0,0,82,2.4,1620,21:19,-0.7,3.7,3,127,241,0,0,
18,Daniel Carr,25,LW,33,2,7,9,4,6,2,0,0,1,7,0,0,44,4.5,338,10:15,0.3,0.6,0.8,12,19,2,1,66.7
19,Sven Andrighetto,23,RW,27,2,6,8,1,4,2,0,0,0,5,1,0,31,6.5,310,11:29,0.2,0.4,0.6,12,27,0,0,
20,Greg Pateryn,26,D,24,1,5,6,1,4,1,0,0,0,5,0,0,28,3.6,345,14:23,0.3,0.9,1.2,43,44,0,0,
21,Michael McCarron,21,RW,31,1,4,5,-4,41,1,0,0,0,4,0,0,31,3.2,307,9:53,-0.2,0.2,0,11,75,76,99,43.4
22,Nikita Nesterov,23,D,13,1,4,5,3,4,1,0,0,0,4,0,0,17,5.9,201,15:29,0.4,0.7,1.1,4,28,0,0,
23,Zach Redmond,28,D,16,0,5,5,6,2,0,0,0,0,5,0,0,12,0,197,12:19,0.3,0.9,1.2,13,25,0,0,
24,Chris Terry,27,LW,14,2,2,4,-1,4,2,0,0,0,2,0,0,15,13.3,138,9:53,0.3,0.1,0.4,1,10,1,1,50
25,Mark Barberio,26,D,26,0,4,4,1,10,0,0,0,0,3,1,0,28,0,393,15:07,-0.1,1,0.9,23,10,0,0,
26,Jordie Benn,29,D,13,2,0,2,-1,4,2,0,0,1,0,0,0,9,22.2,219,16:50,0.2,0.4,0.6,31,12,0,0,
27,Brandon Davidson,25,D,10,0,2,2,-3,4,0,0,0,0,2,0,0,13,0,166,16:38,0,0.1,0.1,15,11,0,0,
28,Charles Hudon,22,LW,3,0,2,2,1,2,0,0,0,0,2,0,0,3,0,36,11:56,0.1,0.1,0.2,0,11,0,0,
29,Al Montoya,31,G,19,0,2,2,0,2,0,0,0,0,0,2,0,0,,1125,59:12:00,0,0,3.3,0,0,0,0,
30,Dwight King,27,LW,17,1,0,1,-2,2,1,0,0,0,0,0,0,21,4.8,208,12:14,-0.4,0.2,-0.2,7,24,0,3,0
31,Nikita Scherbak,21,RW,3,1,0,1,1,0,0,1,0,0,0,0,0,3,33.3,34,11:23,0.1,0.1,0.2,1,0,0,0,
32,Steve Ott,34,C,11,0,1,1,-2,17,0,0,0,0,1,0,0,12,0,131,11:56,-0.3,0.1,-0.2,6,43,51,51,50
33,Carey Price,29,G,62,0,1,1,0,4,0,0,0,0,1,0,0,0,,3708,59:49:00,0,0,12.6,0,0,0,0,
34,Jacob de La Rose,21,LW,9,0,0,0,-3,4,0,0,0,0,0,0,0,4,0,98,10:54,-0.3,0,-0.3,5,23,17,17,50
35,Bobby Farnham,28,RW,3,0,0,0,0,17,0,0,0,0,0,0,0,4,0,25,8:16,-0.1,0,0,2,8,1,0,100
36,Joel Hanley,25,D,7,0,0,0,-3,4,0,0,0,0,0,0,0,5,0,71,10:09,-0.1,-0.1,-0.2,4,8,0,0,
37,Ryan Johnston,24,D,7,0,0,0,-3,4,0,0,0,0,0,0,0,3,0,69,9:52,-0.1,-0.1,-0.2,2,1,0,0,
38,Brett Lernout,21,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,38,19:00,0,0,0,3,8,0,0,
39,Charlie Lindgren,23,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,122,60:51:00,0,0,0.6,,0,,,
40,Andreas Martinsen,26,LW,9,0,0,0,-4,0,0,0,0,0,0,0,0,14,0,107,11:54,-0.3,0,-0.3,3,27,0,1,0
41,Mikhail Sergachev,18,D,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,49,12:08,-0.1,0.2,0.1,3,10,0,0,
,Team Total,,,82,223,378,601,120,747,173,45,5,44,287,86,5,2459,9.1,,,38,45.6,100.1,1213,1864,2516,2483,50.3
