,,,,Scoring,,,,,,Goals,,,,Assists,,,,,Ice Time,,Point Shares,,,,,,,
Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
1,Patrick Kane,28,RW,82,34,55,89,11,32,27,7,0,5,39,16,0,292,11.6,1754,21:24,8.7,2.1,10.8,15,28,7,44,13.7
2,Artemi Panarin,25,LW,82,31,43,74,18,21,22,9,0,5,35,8,0,211,14.7,1597,19:28,7.2,2.2,9.4,14,23,2,8,20
3,Jonathan Toews,28,C,72,21,37,58,7,35,15,6,0,5,26,11,0,199,10.6,1451,20:09,4.7,1.6,6.3,32,43,852,700,54.9
4,Duncan Keith,33,D,80,6,47,53,22,16,4,2,0,2,34,13,0,183,3.3,2049,25:37:00,4,5.5,9.5,107,24,0,0,
5,Marian Hossa,38,RW,73,26,19,45,7,8,20,5,1,7,13,6,0,167,15.6,1231,16:51,4.4,1.4,5.8,36,32,5,9,35.7
6,Artem Anisimov,28,C,64,22,23,45,9,30,18,4,0,7,19,4,0,105,21,1142,17:51,4.2,1.4,5.6,27,18,416,506,45.1
7,Richard Panik,25,RW,82,22,22,44,14,58,18,4,0,5,17,5,0,155,14.2,1208,14:44,3.9,1.7,5.6,45,147,2,5,28.6
8,Brent Seabrook,31,D,79,3,36,39,5,26,1,2,0,0,24,12,0,131,2.3,1729,21:54,2.5,3.5,6,147,111,0,1,0
9,Ryan Hartman,22,LW,76,19,12,31,13,70,18,1,0,4,12,0,0,170,11.2,970,12:46,2.8,1.4,4.2,30,121,25,37,40.3
10,Nick Schmaltz,20,LW,61,6,22,28,10,6,6,0,0,0,20,2,0,66,9.1,809,13:16,1.5,1.2,2.7,27,20,84,188,30.9
11,Niklas Hjalmarsson,29,D,73,5,13,18,12,20,5,0,0,0,12,0,1,61,8.2,1569,21:30,0.6,3.8,4.4,181,23,0,0,
12,Brian Campbell,37,D,80,5,12,17,12,24,3,2,0,1,9,3,0,74,6.8,1474,18:26,0.6,3.7,4.3,83,43,0,0,
13,Marcus Kruger,26,C,70,5,12,17,7,34,5,0,0,0,12,0,0,83,6,981,14:01,-0.3,1.2,0.9,62,31,357,370,49.1
14,Tanner Kero,24,RW,47,6,10,16,15,8,6,0,0,0,10,0,0,60,10,634,13:29,0.7,1.2,1.9,51,41,209,262,44.4
15,Trevor van Riemsdyk,25,D,58,5,11,16,17,29,5,0,0,2,11,0,0,73,6.8,1068,18:25,1,3.3,4.3,100,22,0,0,
16,Vinnie Hinostroza,22,LW,49,6,8,14,-1,17,6,0,0,2,8,0,0,76,7.9,587,11:59,0.6,0.5,1.1,19,31,68,103,39.8
17,Dennis Rasmussen,26,C,68,4,4,8,-4,12,4,0,0,0,4,0,0,77,5.2,804,11:50,-0.9,0.6,-0.4,49,61,165,205,44.6
18,Michal Kempny,26,D,50,2,6,8,1,22,2,0,0,0,6,0,0,67,3,748,14:58,0.2,1.4,1.6,59,76,0,0,
19,Tyler Motte,21,LW,33,4,3,7,2,14,4,0,0,0,3,0,0,46,8.7,376,11:23,0.2,0.4,0.6,24,27,4,6,40
20,Gustav Forsling,20,D,38,2,3,5,3,4,2,0,0,0,2,1,0,48,4.2,563,14:49,0.1,1.3,1.3,17,16,0,0,
21,John Hayden,21,LW,12,1,3,4,3,4,1,0,0,0,3,0,0,22,4.5,140,11:41,0.2,0.3,0.4,2,44,0,0,
22,Jordin Tootoo,33,RW,50,2,1,3,-6,28,2,0,0,0,1,0,0,43,4.7,337,6:45,-0.4,0.1,-0.3,8,52,1,0,100
23,Michal Rozsival,38,D,22,1,2,3,-3,14,1,0,0,1,2,0,0,16,6.3,341,15:30,0,0.4,0.4,25,47,0,0,
24,Johnny Oduya,35,D,15,1,1,2,-2,8,1,0,0,0,1,0,0,13,7.7,278,18:31,0,0.3,0.3,42,8,0,0,
25,Tomas Jurco,24,LW,13,1,0,1,-4,2,1,0,0,0,0,0,0,23,4.3,148,11:22,-0.2,0,-0.2,6,15,0,0,
26,Corey Crawford,32,G,55,0,1,1,0,2,0,0,0,0,1,0,0,0,,3247,59:02:00,0,0,11,1,1,0,0,
27,Andrew Desjardins,30,LW,46,0,1,1,-6,22,0,0,0,0,1,0,0,46,0,432,9:24,-1.1,0.1,-1,17,73,39,30,56.5
28,Spencer Abbott,28,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,8:34,0,0,0,0,0,0,0,
29,Scott Darling,28,G,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,1689,52:46:00,0,0,6.2,0,0,0,0,
,Team Total,,,82,240,407,647,162,566,197,42,1,46,325,81,1,2508,9.6,,,44.9,40.6,102.7,1226,1178,2236,2474,47.5
