,,,,,,,,,Cumulative,,,,,Team,,,,,,Opponent,,,,,,,
GP,Date,Time,,Opponent,GF,GA,,,W,L,OL,Streak,,S,PIM,PPG,PPO,SHG,,S,PIM,PPG,PPO,SHG,Att.,LOG,Notes
41,1/6/2018,10:00 PM,,Anaheim Ducks,3,2,W,,21,16,4,W 3,,31,32,0,4,0,,29,24,0,3,1,"19,258",2:33,
42,1/9/2018,8:00 PM,@,Minnesota Wild,3,2,W,OT,22,16,4,W 4,,29,14,0,4,0,,35,12,0,5,0,"19,011",2:43,
43,1/11/2018,7:30 PM,@,Tampa Bay Lightning,5,1,W,,23,16,4,W 5,,24,11,1,1,0,,34,7,0,3,0,"19,092",2:30,
44,1/12/2018,7:30 PM,@,Florida Panthers,4,2,W,,24,16,4,W 6,,29,10,1,3,0,,43,8,1,4,0,"14,519",2:35,
45,1/14/2018,3:00 PM,@,Carolina Hurricanes,4,1,W,,25,16,4,W 7,,30,25,1,2,0,,39,23,1,5,0,"15,218",2:31,
46,1/20/2018,3:00 PM,,Winnipeg Jets,1,2,L,SO,25,16,5,L 1,,31,4,0,4,0,,35,6,0,2,0,"19,289",2:44,
47,1/22/2018,9:00 PM,,Buffalo Sabres,1,2,L,OT,25,16,6,L 2,,33,11,1,3,0,,33,11,0,3,0,"18,349",2:28,
48,1/24/2018,10:00 PM,,Los Angeles Kings,1,2,L,OT,25,16,7,L 3,,31,20,0,5,0,,27,12,1,5,0,"19,004",2:39,
49,1/25/2018,9:00 PM,@,Edmonton Oilers,3,4,L,SO,25,16,8,L 4,,37,23,0,4,0,,37,55,0,3,0,"18,347",2:58,
50,1/30/2018,9:00 PM,,Vegas Golden Knights,2,4,L,,25,17,8,L 5,,33,4,0,3,0,,35,6,1,2,0,"19,289",2:24,
51,2/1/2018,9:00 PM,,Tampa Bay Lightning,4,7,L,,25,18,8,L 6,,46,18,1,2,0,,31,14,1,4,0,"19,000",2:38,
52,2/3/2018,10:00 PM,,Chicago Blackhawks,4,3,W,OT,26,18,8,W 1,,39,0,0,1,0,,28,2,1,1,0,"19,289",2:32,
53,2/6/2018,8:30 PM,@,Chicago Blackhawks,3,2,W,,27,18,8,W 2,,23,12,0,4,0,,36,10,1,5,0,"21,480",2:43,
54,2/8/2018,7:00 PM,@,New Jersey Devils,3,2,W,,28,18,8,W 3,,25,4,0,0,0,,32,0,1,2,0,"13,085",2:24,
55,2/9/2018,7:00 PM,@,New York Rangers,3,4,L,,28,19,8,L 1,,38,10,1,6,0,,36,10,2,5,0,"18,006",2:32,
56,2/11/2018,7:00 PM,@,New York Islanders,3,2,W,,29,19,8,W 1,,42,15,1,4,0,,25,13,0,5,0,"11,192",2:31,
57,2/13/2018,7:00 PM,@,Boston Bruins,2,5,L,,29,20,8,L 1,,30,8,0,5,0,,40,10,1,4,0,"17,565",2:33,
58,2/15/2018,8:00 PM,@,Nashville Predators,4,3,W,,30,20,8,W 1,,31,12,2,3,0,,32,8,0,5,0,"17,326",2:45,
59,2/17/2018,10:00 PM,,Florida Panthers,3,6,L,,30,21,8,L 1,,33,23,2,7,0,,30,29,2,4,0,"19,289",2:42,
60,2/19/2018,4:00 PM,,Boston Bruins,1,2,L,OT,30,21,9,L 2,,29,9,1,3,0,,32,11,0,2,0,"19,289",2:35,
61,2/21/2018,10:30 PM,@,Vegas Golden Knights,3,7,L,,30,22,9,L 3,,31,13,1,1,0,,26,11,1,2,0,"18,014",2:44,
